account_number, mgmt_start_date, uma_template, UMA_CASH_MVT, UMA_DATE_PROCH_INTEGR , UMA_MODEL_NO, ALLOCATION_UMA_1A7
1H-AH53-E,2010-03-20,Template1,1837,2010-03-21,~M-00007-0,2
1H-AHAK-A,2010-03-20,Template1,1838,2010-03-21,~M-00007-0,2
1H-AHDR-A,2010-03-20,Template1,1839,2010-03-21,~M-00007-0,2
1H-AHFR-A,2010-03-20,Template1,1840,2010-03-21,~M-00007-0,2
1H-AHFV-E,2010-03-20,Template1,1841,2010-03-21,~M-00007-0,2
1H-AHT2-A,2010-03-20,Template1,1842,2010-03-21,~M-00007-0,2
1H-AK0Z-A,2010-03-20,Template1,1843,2010-03-21,~M-00007-0,2
1H-AK6T-X,2010-03-20,Template1,1844,2010-03-21,~M-00007-0,2
1H-AK6V-X,2010-03-20,Template1,1845,2010-03-21,~M-00007-0,2
1H-AKF3-A,2010-03-20,Template1,1846,2010-03-21,~M-00007-0,2
1H-AKHW-A,2010-03-20,Template1,1847,2010-03-21,~M-00007-0,2
1H-BA0R-E,2010-03-20,Template1,1848,2010-03-21,~M-00007-0,2
1H-BA0R-F,2010-03-20,Template1,1849,2010-03-21,~M-00007-0,2
1H-BA27-E,2010-03-20,Template1,1850,2010-03-21,~M-00007-0,2
1H-BA35-A,2010-03-20,Template1,1851,2010-03-21,~M-00007-0,2
1H-BA36-A,2010-03-20,Template1,1852,2010-03-21,~M-00007-0,2
1H-BA56-E,2010-03-20,Template1,1853,2010-03-21,~M-00007-0,2
1H-BA59-A,2010-03-20,Template1,1854,2010-03-21,~M-00007-0,2
1H-BA59-E,2010-03-20,Template1,1855,2010-03-21,~M-00007-0,2
1H-BA5K-A,2010-03-20,Template1,1856,2010-03-21,~M-00007-0,2
1H-BA65-E,2010-03-20,Template1,1857,2010-03-21,~M-00007-0,2
1H-BA79-A,2010-03-20,Template1,1858,2010-03-21,~M-00007-0,2
1H-BA8Y-A,2010-03-20,Template1,1859,2010-03-21,~M-00007-0,2
1H-BA8Y-E,2010-03-20,Template1,1860,2010-03-21,~M-00007-0,2
1H-BABW-A,2010-03-20,Template1,1861,2010-03-21,~M-00007-0,2
1H-BAD6-A,2010-03-20,Template1,1862,2010-03-21,~M-00007-0,2
1H-BAQ2-A,2010-03-20,Template1,1863,2010-03-21,~M-00007-0,2
1H-BAT0-E,2010-03-20,Template1,1864,2010-03-21,~M-00007-0,2
1H-BAV2-A,2010-03-20,Template1,1865,2010-03-21,~M-00007-0,2
1H-BAVK-A,2010-03-20,Template1,1866,2010-03-21,~M-00007-0,2
1H-BAZT-A,2010-03-20,Template1,1867,2010-03-21,~M-00007-0,2
1H-BB36-A,2010-03-20,Template1,1868,2010-03-21,~M-00007-0,2
1H-BB36-E,2010-03-20,Template1,1869,2010-03-21,~M-00007-0,2
1H-BB36-F,2010-03-20,Template1,1870,2010-03-21,~M-00007-0,2
1H-BB37-A,2010-03-20,Template1,1871,2010-03-21,~M-00007-0,2
1H-BB4K-A,2010-03-20,Template1,1872,2010-03-21,~M-00007-0,2
1H-BB60-X,2010-03-20,Template1,1873,2010-03-21,~M-00007-0,2
1H-BB6X-E,2010-03-20,Template1,1874,2010-03-21,~M-00007-0,2
1H-BBCV-A,2010-03-20,Template1,1875,2010-03-21,~M-00007-0,2
1H-BBDN-E,2010-03-20,Template1,1876,2010-03-21,~M-00007-0,2
1H-BBRQ-A,2010-03-20,Template1,1877,2010-03-21,~M-00007-0,2
1H-BBRW-A,2010-03-20,Template1,1878,2010-03-21,~M-00007-0,2
1H-BBX7-E,2010-03-20,Template1,1879,2010-03-21,~M-00007-0,2
1H-BC0V-E,2010-03-20,Template1,1880,2010-03-21,~M-00007-0,2
1H-BC19-A,2010-03-20,Template1,1881,2010-03-21,~M-00007-0,2
1H-BC8T-E,2010-03-20,Template1,1882,2010-03-21,~M-00007-0,2
1H-BC8V-E,2010-03-20,Template1,1883,2010-03-21,~M-00007-0,2
1H-BCA8-A,2010-03-20,Template1,1884,2010-03-21,~M-00007-0,2
1H-BCBG-X,2010-03-20,Template1,1885,2010-03-21,~M-00007-0,2
1H-BCCQ-A,2010-03-20,Template1,1886,2010-03-21,~M-00007-0,2
1H-BCK7-E,2010-03-20,Template1,1887,2010-03-21,~M-00007-0,2
1H-BCNZ-A,2010-03-20,Template1,1888,2010-03-21,~M-00007-0,2
1H-BCNZ-E,2010-03-20,Template1,1889,2010-03-21,~M-00007-0,2
1H-BCNZ-F,2010-03-20,Template1,1890,2010-03-21,~M-00007-0,2
1H-BCTE-E,2010-03-20,Template1,1891,2010-03-21,~M-00007-0,2
1H-BCTG-A,2010-03-20,Template1,1892,2010-03-21,~M-00007-0,2
1H-BCTQ-F,2010-03-20,Template1,1893,2010-03-21,~M-00007-0,2
1H-BCTR-F,2010-03-20,Template1,1894,2010-03-21,~M-00007-0,2
1H-BCX1-E,2010-03-20,Template1,1895,2010-03-21,~M-00007-0,2
1H-BCX1-F,2010-03-20,Template1,1896,2010-03-21,~M-00007-0,2
1H-BCX5-E,2010-03-20,Template1,1897,2010-03-21,~M-00007-0,2
1H-BD1Q-A,2010-03-20,Template1,1898,2010-03-21,~M-00007-0,2
1H-BD1X-A,2010-03-20,Template1,1899,2010-03-21,~M-00007-0,2
1H-BD6V-B,2010-03-20,Template1,1900,2010-03-21,~M-00007-0,2
1H-BD6Y-A,2010-03-20,Template1,1901,2010-03-21,~M-00007-0,2
1H-BD7R-A,2010-03-20,Template1,1902,2010-03-21,~M-00007-0,2
1H-BD84-A,2010-03-20,Template1,1903,2010-03-21,~M-00007-0,2
1H-BDNP-A,2010-03-20,Template1,1904,2010-03-21,~M-00007-0,2
1H-BDNP-E,2010-03-20,Template1,1905,2010-03-21,~M-00007-0,2
1H-BDT2-A,2010-03-20,Template1,1906,2010-03-21,~M-00007-0,2
1H-BDT3-A,2010-03-20,Template1,1907,2010-03-21,~M-00007-0,2
1H-BDT4-A,2010-03-20,Template1,1908,2010-03-21,~M-00007-0,2
1H-BDVN-A,2010-03-20,Template1,1909,2010-03-21,~M-00007-0,2
1H-BF8Z-A,2010-03-20,Template1,1910,2010-03-21,~M-00007-0,2
1H-BFAZ-E,2010-03-20,Template1,1911,2010-03-21,~M-00007-0,2
1H-BFD6-A,2010-03-20,Template1,1912,2010-03-21,~M-00007-0,2
1H-BFKW-E,2010-03-20,Template1,1913,2010-03-21,~M-00007-0,2
1H-BG4G-A,2010-03-20,Template1,1914,2010-03-21,~M-00007-0,2
1H-BG5N-E,2010-03-20,Template1,1915,2010-03-21,~M-00007-0,2
1H-BG5N-F,2010-03-20,Template1,1916,2010-03-21,~M-00007-0,2
1H-BG7X-A,2010-03-20,Template1,1917,2010-03-21,~M-00007-0,2
1H-BGD0-A,2010-03-20,Template1,1918,2010-03-21,~M-00007-0,2
1H-BGGW-X,2010-03-20,Template1,1919,2010-03-21,~M-00007-0,2
1H-BGRN-A,2010-03-20,Template1,1920,2010-03-21,~M-00007-0,2
1H-BGT3-E,2010-03-20,Template1,1921,2010-03-21,~M-00007-0,2
1H-BGX3-A,2010-03-20,Template1,1922,2010-03-21,~M-00007-0,2
1H-BGXA-A,2010-03-20,Template1,1923,2010-03-21,~M-00007-0,2
1H-BGXA-X,2010-03-20,Template1,1924,2010-03-21,~M-00007-0,2
1H-BGYH-A,2010-03-20,Template1,1925,2010-03-21,~M-00007-0,2
1H-BGZV-A,2010-03-20,Template1,1926,2010-03-21,~M-00007-0,2
1H-BH50-X,2010-03-20,Template1,1927,2010-03-21,~M-00007-0,2
1H-BH5Z-X,2010-03-20,Template1,1928,2010-03-21,~M-00007-0,2
1H-BH6H-X,2010-03-20,Template1,1929,2010-03-21,~M-00007-0,2
1H-BHAQ-X,2010-03-20,Template1,1930,2010-03-21,~M-00007-0,2
1H-BHC5-A,2010-03-20,Template1,1931,2010-03-21,~M-00007-0,2
1H-BHC5-X,2010-03-20,Template1,1932,2010-03-21,~M-00007-0,2
1H-BHQV-A,2010-03-20,Template1,1933,2010-03-21,~M-00007-0,2
1H-BHTY-A,2010-03-20,Template1,1934,2010-03-21,~M-00007-0,2
1H-BHZT-X,2010-03-20,Template1,1935,2010-03-21,~M-00007-0,2
1H-BKCY-A,2010-03-20,Template1,1936,2010-03-21,~M-00007-0,2
1H-BKD4-A,2010-03-20,Template1,1937,2010-03-21,~M-00007-0,2
1H-BKN6-A,2010-03-20,Template1,1938,2010-03-21,~M-00007-0,2
1H-BKV6-A,2010-03-20,Template1,1939,2010-03-21,~M-00007-0,2
1H-BKV7-A,2010-03-20,Template1,1940,2010-03-21,~M-00007-0,2
1H-BKV7-E,2010-03-20,Template1,1941,2010-03-21,~M-00007-0,2
1H-BKX2-E,2010-03-20,Template1,1942,2010-03-21,~M-00007-0,2
26-BS33-A,2010-03-20,Template1,1943,2010-03-21,~M-00007-0,2
26-XAHZ-A,2010-03-20,Template1,1944,2010-03-21,~M-00007-0,2
2R-WAN3-X,2010-03-20,Template1,1945,2010-03-21,~M-00007-0,2
2R-WARX-A,2010-03-20,Template1,1946,2010-03-21,~M-00007-0,2
2R-WBS5-A,2010-03-20,Template1,1947,2010-03-21,~M-00007-0,2
2R-WBTU-A,2010-03-20,Template1,1948,2010-03-21,~M-00007-0,2
2R-WPAK-E,2010-03-20,Template1,1949,2010-03-21,~M-00007-0,2
49-5AAG-A,2010-03-20,Template1,1950,2010-03-21,~M-00007-0,2
49-5AAL-A,2010-03-20,Template1,1951,2010-03-21,~M-00007-0,2
49-5AFF-A,2010-03-20,Template1,1952,2010-03-21,~M-00007-0,2
49-5AMG-A,2010-03-20,Template1,1953,2010-03-21,~M-00007-0,2
49-5AMG-B,2010-03-20,Template1,1954,2010-03-21,~M-00007-0,2
4A-0207-A,2010-03-20,Template1,1955,2010-03-21,~M-00007-0,2
4A-0227-E,2010-03-20,Template1,1956,2010-03-21,~M-00007-0,2
4A-0641-E,2010-03-20,Template1,1957,2010-03-21,~M-00007-0,2
4A-0641-F,2010-03-20,Template1,1958,2010-03-21,~M-00007-0,2
4A-0GW4-E,2010-03-20,Template1,1959,2010-03-21,~M-00007-0,2
4A-0VVR-F,2010-03-20,Template1,1960,2010-03-21,~M-00007-0,2
4A-11RR-X,2010-03-20,Template1,1961,2010-03-21,~M-00007-0,2
4A-16LQ-E,2010-03-20,Template1,1962,2010-03-21,~M-00007-0,2
4A-1880-S,2010-03-20,Template1,1963,2010-03-21,~M-00007-0,2
4A-1V2G-E,2010-03-20,Template1,1964,2010-03-21,~M-00007-0,2
4A-20N7-E,2010-03-20,Template1,1965,2010-03-21,~M-00007-0,2
4A-3H24-E,2010-03-20,Template1,1966,2010-03-21,~M-00007-0,2
4A-47R3-A,2010-03-20,Template1,1967,2010-03-21,~M-00007-0,2
4A-551Z-E,2010-03-20,Template1,1968,2010-03-21,~M-00007-0,2
4A-552Z-E,2010-03-20,Template1,1969,2010-03-21,~M-00007-0,2
4A-600T-E,2010-03-20,Template1,1970,2010-03-21,~M-00007-0,2
4A-61M9-E,2010-03-20,Template1,1971,2010-03-21,~M-00007-0,2
4A-627G-A,2010-03-20,Template1,1972,2010-03-21,~M-00007-0,2
4A-632Z-B,2010-03-20,Template1,1973,2010-03-21,~M-00007-0,2
4A-697V-E,2010-03-20,Template1,1974,2010-03-21,~M-00007-0,2
4A-6A22-A,2010-03-20,Template1,1975,2010-03-21,~M-00007-0,2
4A-6G70-A,2010-03-20,Template1,1976,2010-03-21,~M-00007-0,2
4A-735N-E,2010-03-20,Template1,1977,2010-03-21,~M-00007-0,2
4A-863Z-X,2010-03-20,Template1,1978,2010-03-21,~M-00007-0,2
4A-909Y-E,2010-03-20,Template1,1979,2010-03-21,~M-00007-0,2
4A-949Q-E,2010-03-20,Template1,1980,2010-03-21,~M-00007-0,2
4A-966N-E,2010-03-20,Template1,1981,2010-03-21,~M-00007-0,2
4A-D50M-A,2010-03-20,Template1,1982,2010-03-21,~M-00007-0,2
4A-D6A5-E,2010-03-20,Template1,1983,2010-03-21,~M-00007-0,2
4A-D81R-E,2010-03-20,Template1,1984,2010-03-21,~M-00007-0,2
4A-E327-E,2010-03-20,Template1,1985,2010-03-21,~M-00007-0,2
4A-H250-E,2010-03-20,Template1,1986,2010-03-21,~M-00007-0,2
4A-H355-E,2010-03-20,Template1,1987,2010-03-21,~M-00007-0,2
4A-Q037-E,2010-03-20,Template1,1988,2010-03-21,~M-00007-0,2
4A-Q117-A,2010-03-20,Template1,1989,2010-03-21,~M-00007-0,2
4A-Q208-E,2010-03-20,Template1,1990,2010-03-21,~M-00007-0,2
4A-Q732-A,2010-03-20,Template1,1991,2010-03-21,~M-00007-0,2
4A-T314-A,2010-03-20,Template1,1992,2010-03-21,~M-00007-0,2
4A-T984-A,2010-03-20,Template1,1993,2010-03-21,~M-00007-0,2
4A-U121-E,2010-03-20,Template1,1994,2010-03-21,~M-00007-0,2
4A-U225-E,2010-03-20,Template1,1995,2010-03-21,~M-00007-0,2
4A-V266-A,2010-03-20,Template1,1996,2010-03-21,~M-00007-0,2
4A-V752-E,2010-03-20,Template1,1997,2010-03-21,~M-00007-0,2
4A-W091-E,2010-03-20,Template1,1998,2010-03-21,~M-00007-0,2
5F-FBBG-3,2010-03-20,Template1,1999,2010-03-21,~M-00007-0,2
5F-FBKA-1,2010-03-20,Template1,2000,2010-03-21,~M-00007-0,2
5F-FD0S-2,2010-03-20,Template1,2001,2010-03-21,~M-00007-0,2
5F-FF14-1,2010-03-20,Template1,2002,2010-03-21,~M-00007-0,2
5F-FF2V-1,2010-03-20,Template1,2003,2010-03-21,~M-00007-0,2
5F-FFRK-1,2010-03-20,Template1,2004,2010-03-21,~M-00007-0,2
5F-FFRK-2,2010-03-20,Template1,2005,2010-03-21,~M-00007-0,2
5F-FGDW-5,2010-03-20,Template1,2006,2010-03-21,~M-00007-0,2
5F-FHGT-2,2010-03-20,Template1,2007,2010-03-21,~M-00007-0,2
5F-FJ2L-2,2010-03-20,Template1,2008,2010-03-21,~M-00007-0,2
5F-FK8R-1,2010-03-20,Template1,2009,2010-03-21,~M-00007-0,2
5F-FNVR-2,2010-03-20,Template1,2010,2010-03-21,~M-00007-0,2
5F-FTB0-2,2010-03-20,Template1,2011,2010-03-21,~M-00007-0,2
5F-FTFR-2,2010-03-20,Template1,2012,2010-03-21,~M-00007-0,2
6X-AG6X-E,2010-03-20,Template1,2013,2010-03-21,~M-00007-0,2
6X-BDX0-A,2010-03-20,Template1,2014,2010-03-21,~M-00007-0,2
6X-D4CW-A,2010-03-20,Template1,2015,2010-03-21,~M-00007-0,2
6X-D4FD-A,2010-03-20,Template1,2016,2010-03-21,~M-00007-0,2
6X-D59J-A,2010-03-20,Template1,2017,2010-03-21,~M-00007-0,2
6X-D5C6-A,2010-03-20,Template1,2018,2010-03-21,~M-00007-0,2
6X-D5ND-A,2010-03-20,Template1,2019,2010-03-21,~M-00007-0,2
6X-D660-A,2010-03-20,Template1,2020,2010-03-21,~M-00007-0,2
6X-D700-A,2010-03-20,Template1,2021,2010-03-21,~M-00007-0,2
6X-D7W3-A,2010-03-20,Template1,2022,2010-03-21,~M-00007-0,2
6X-GB57-X,2010-03-20,Template1,2023,2010-03-21,~M-00007-0,2
6X-GB58-X,2010-03-20,Template1,2024,2010-03-21,~M-00007-0,2
6X-GB68-X,2010-03-20,Template1,2025,2010-03-21,~M-00007-0,2
6X-GB69-X,2010-03-20,Template1,2026,2010-03-21,~M-00007-0,2
6X-GB70-X,2010-03-20,Template1,2027,2010-03-21,~M-00007-0,2
6X-GKC7-E,2010-03-20,Template1,2028,2010-03-21,~M-00007-0,2
6X-GMGR-A,2010-03-20,Template1,2029,2010-03-21,~M-00007-0,2
6X-GMX5-A,2010-03-20,Template1,2030,2010-03-21,~M-00007-0,2
6X-GNC2-A,2010-03-20,Template1,2031,2010-03-21,~M-00007-0,2
6X-GNC6-F,2010-03-20,Template1,2032,2010-03-21,~M-00007-0,2
6X-GND0-E,2010-03-20,Template1,2033,2010-03-21,~M-00007-0,2
6X-GND0-F,2010-03-20,Template1,2034,2010-03-21,~M-00007-0,2
6X-GND8-E,2010-03-20,Template1,2035,2010-03-21,~M-00007-0,2
6X-GNJQ-E,2010-03-20,Template1,2036,2010-03-21,~M-00007-0,2
6X-GQ0M-A,2010-03-20,Template1,2037,2010-03-21,~M-00007-0,2
6X-GQLH-A,2010-03-20,Template1,2038,2010-03-21,~M-00007-0,2
6X-GQWN-E,2010-03-20,Template1,2039,2010-03-21,~M-00007-0,2
6X-GQWQ-A,2010-03-20,Template1,2040,2010-03-21,~M-00007-0,2
6X-GQWR-A,2010-03-20,Template1,2041,2010-03-21,~M-00007-0,2
6X-GRDM-A,2010-03-20,Template1,2042,2010-03-21,~M-00007-0,2
6X-GS5V-E,2010-03-20,Template1,2043,2010-03-21,~M-00007-0,2
6X-GVM1-E,2010-03-20,Template1,2044,2010-03-21,~M-00007-0,2
6X-GW4V-A,2010-03-20,Template1,2045,2010-03-21,~M-00007-0,2
6X-GWCJ-A,2010-03-20,Template1,2046,2010-03-21,~M-00007-0,2
6X-GWCJ-X,2010-03-20,Template1,2047,2010-03-21,~M-00007-0,2
6X-GWCR-A,2010-03-20,Template1,2048,2010-03-21,~M-00007-0,2
6X-GWCR-X,2010-03-20,Template1,2049,2010-03-21,~M-00007-0,2
6X-GWNH-A,2010-03-20,Template1,2050,2010-03-21,~M-00007-0,2
6X-GX4V-A,2010-03-20,Template1,2051,2010-03-21,~M-00007-0,2
6X-Q0LR-A,2010-03-20,Template1,2052,2010-03-21,~M-00007-0,2
6X-Q0QK-A,2010-03-20,Template1,2053,2010-03-21,~M-00007-0,2
6X-Q0VJ-A,2010-03-20,Template1,2054,2010-03-21,~M-00007-0,2
6X-Q0X3-A,2010-03-20,Template1,2055,2010-03-21,~M-00007-0,2
6X-Q1ZN-A,2010-03-20,Template1,2056,2010-03-21,~M-00007-0,2
6X-Q2HD-A,2010-03-20,Template1,2057,2010-03-21,~M-00007-0,2
6X-Q2W4-A,2010-03-20,Template1,2058,2010-03-21,~M-00007-0,2
6X-Q3DG-A,2010-03-20,Template1,2059,2010-03-21,~M-00007-0,2
6X-Q3JD-E,2010-03-20,Template1,2060,2010-03-21,~M-00007-0,2
6X-Q3KZ-A,2010-03-20,Template1,2061,2010-03-21,~M-00007-0,2
6X-Q411-B,2010-03-20,Template1,2062,2010-03-21,~M-00007-0,2
6X-Q60Q-A,2010-03-20,Template1,2063,2010-03-21,~M-00007-0,2
6X-Q6F0-A,2010-03-20,Template1,2064,2010-03-21,~M-00007-0,2
6X-Q6R4-B,2010-03-20,Template1,2065,2010-03-21,~M-00007-0,2
6X-Q6T6-A,2010-03-20,Template1,2066,2010-03-21,~M-00007-0,2
6X-Q6T9-A,2010-03-20,Template1,2067,2010-03-21,~M-00007-0,2
6X-QB14-E,2010-03-20,Template1,2068,2010-03-21,~M-00007-0,2
6X-QC0W-A,2010-03-20,Template1,2069,2010-03-21,~M-00007-0,2
6X-QC1M-A,2010-03-20,Template1,2070,2010-03-21,~M-00007-0,2
6X-QC22-T,2010-03-20,Template1,2071,2010-03-21,~M-00007-0,2
6X-QC4G-A,2010-03-20,Template1,2072,2010-03-21,~M-00007-0,2
6X-QC8Z-A,2010-03-20,Template1,2073,2010-03-21,~M-00007-0,2
6X-QCF2-A,2010-03-20,Template1,2074,2010-03-21,~M-00007-0,2
6X-QFY1-A,2010-03-20,Template1,2075,2010-03-21,~M-00007-0,2
6X-QFZ6-A,2010-03-20,Template1,2076,2010-03-21,~M-00007-0,2
6X-QG0L-A,2010-03-20,Template1,2077,2010-03-21,~M-00007-0,2
6X-QGS9-A,2010-03-20,Template1,2078,2010-03-21,~M-00007-0,2
6X-QK1S-A,2010-03-20,Template1,2079,2010-03-21,~M-00007-0,2
6X-QK68-A,2010-03-20,Template1,2080,2010-03-21,~M-00007-0,2
6X-QK6X-E,2010-03-20,Template1,2081,2010-03-21,~M-00007-0,2
6X-QL47-E,2010-03-20,Template1,2082,2010-03-21,~M-00007-0,2
6X-QL9R-A,2010-03-20,Template1,2083,2010-03-21,~M-00007-0,2
6X-QLV2-E,2010-03-20,Template1,2084,2010-03-21,~M-00007-0,2
6X-QQ67-B,2010-03-20,Template1,2085,2010-03-21,~M-00007-0,2
6X-QX07-E,2010-03-20,Template1,2086,2010-03-21,~M-00007-0,2
6X-QX15-A,2010-03-20,Template1,2087,2010-03-21,~M-00007-0,2
6X-R04D-B,2010-03-20,Template1,2088,2010-03-21,~M-00007-0,2
6X-R3N8-B,2010-03-20,Template1,2089,2010-03-21,~M-00007-0,2
6X-R9F8-A,2010-03-20,Template1,2090,2010-03-21,~M-00007-0,2
6X-RBXK-A,2010-03-20,Template1,2091,2010-03-21,~M-00007-0,2
6X-RBXK-B,2010-03-20,Template1,2092,2010-03-21,~M-00007-0,2
6X-RBXK-Y,2010-03-20,Template1,2093,2010-03-21,~M-00007-0,2
6X-S01W-E,2010-03-20,Template1,2094,2010-03-21,~M-00007-0,2
6X-S13G-B,2010-03-20,Template1,2095,2010-03-21,~M-00007-0,2
6X-S1SD-F,2010-03-20,Template1,2096,2010-03-21,~M-00007-0,2
6X-S4N2-B,2010-03-20,Template1,2097,2010-03-21,~M-00007-0,2
6X-S82Z-A,2010-03-20,Template1,2098,2010-03-21,~M-00007-0,2
6X-TBWZ-E,2010-03-20,Template1,2099,2010-03-21,~M-00007-0,2
