Acct. No.	Source	Settlement	Security	Rate	Note	Name	Manual Invest. Cost	MV Ind.	Invest. Cap. G/L	Interest Portion	Description	Client No.	Cash Flow	Processing	Transaction	IA Code	Type	Symbol	Quantity	Price	Cur.	Total	Commission	Gains/Losses	Accrued Int.	Fees	Manual ACB	Cash Balance
300014-NA	REMB	07/15/2009	V61248	1.00000000	REMB test CR799	VALIDATION CR	0.000		0.00	0.00	N45 CMBS-A2 4.636%15MR13M	300014	0.00	01/25/2010	07/15/2009	BD88	Redemption	V61248	0	0.000	CAD	31.80	0.00	0.00	0.00	0.00	0.000	65,613.71
300014-NA	INT	07/15/2009	V61248	1.00000000	MBS	VALIDATION CR	0.000		0.00	0.00	N45 CMBS-A2 4.636%15MR13M	300014	0.00	01/25/2010	07/15/2009	BD88	Interest	V61248	0	0.000	CAD	200.00	0.00	0.00	0.00	0.00	0.000	65,581.91
300014-NA	REMB	06/15/2009	V61248	1.00000000	REMB test CR799	VALIDATION CR	0.000		0.00	0.00	N45 CMBS-A2 4.636%15MR13M	300014	0.00	01/25/2010	06/15/2009	BD88	Redemption	V61248	0	0.000	CAD	31.80	0.00	0.00	0.00	0.00	0.000	65,381.91
300014-NA	INT	06/15/2009	V61248	1.00000000	MBS	VALIDATION CR	0.000		0.00	0.00	N45 CMBS-A2 4.636%15MR13M	300014	0.00	01/25/2010	06/15/2009	BD88	Interest	V61248	0	0.000	CAD	200.00	0.00	0.00	0.00	0.00	0.000	65,350.11
300014-NA	REMB	05/15/2009	V61248	1.00000000	REMB test CR799	VALIDATION CR	0.000		0.00	0.00	N45 CMBS-A2 4.636%15MR13M	300014	0.00	01/25/2010	05/15/2009	BD88	Redemption	V61248	0	0.000	CAD	31.80	0.00	0.00	0.00	0.00	0.000	65,150.11
300014-NA	INT	05/15/2009	V61248	1.00000000	MBS	VALIDATION CR	0.000		0.00	0.00	N45 CMBS-A2 4.636%15MR13M	300014	0.00	01/25/2010	05/15/2009	BD88	Interest	V61248	0	0.000	CAD	200.00	0.00	0.00	0.00	0.00	0.000	65,118.31
300014-NA	REM	05/14/2009	A02479	1.00000000	Remb bon du trésor CAD	VALIDATION CR	0.000		0.00	3.50	CDA TREAS BILL     14MY09	300014	0.00	01/25/2010	05/14/2009	BD88	Redemption	A02479	(10,000)	100.000	CAD	10,000.00	0.00	0.00	0.00	0.00	0.000	64,918.31
300014-NA	ACH	04/20/2009	V61248	1.00000000	MBS	VALIDATION CR	0.000		0.00	0.00	N45 CMBS-A2 4.636%15MR13M	300014	0.00	01/25/2010	04/16/2009	BD88	Buy	V61248	10,000	97.000	CAD	(9,918.08)	97.00	0.00	(3,120.75)	0.50	0.000	54,918.31
300014-NA	ACH	04/17/2009	L05144	1.00000000	ACC BANC remplace bon du trésor CAD	VALIDATION CR	0.000		0.00	0.00	NBC BA              9MR10	300014	0.00	01/25/2010	04/15/2009	BD88	Buy	L05144	20,000	99.960	CAD	(19,992.50)	199.00	0.00	0.00	0.50	0.000	64,836.39
300014-NA	REM	04/14/2009	P45616	1.21000000	Export 20090414 remplace Remb bon du trésor US	VALIDATION CR	0.000		0.00	0.00	EXPORT DEV C/P U$  14AP09	300014	0.00	01/25/2010	04/14/2009	BD88	Redemption	P45616	(20,000)	100.000	USD	24,200.00	0.00	0.00	0.00	0.00	0.000	84,828.89
300014-NA	ACH	04/09/2009	M85972	1.00000000	PRIN-QUEBEC remplace coupons PRIN-Bell	VALIDATION CR	0.000		0.00	0.00	PRIN-QUEBEC         1AP26	300014	0.00	01/25/2010	04/07/2009	BD88	Buy	M85972	10,000	37.000	CAD	(3,700.50)	47.00	0.00	0.00	0.50	0.000	60,628.89
300014-NA	ACH	04/08/2009	P45616	1.24000000	EXPORT P45616 remplace bon du trésor US remb	VALIDATION CR	0.000		0.00	0.00	EXPORT DEV C/P U$  14AP09	300014	0.00	01/25/2010	04/06/2009	BD88	Buy	P45616	10,000	99.900	USD	(12,388.10)	124.00	0.00	0.00	0.50	0.000	64,329.39
300014-NA	ACH	04/07/2009	B87545	1.00000000	Achat PROV CB	VALIDATION CR	0.000		0.00	0.00	PROV B.C.     5.7% 18JN29	300014	0.00	01/25/2010	04/03/2009	BD88	Buy	B87545	10,000	108.700	CAD	(11,215.01)	108.00	0.00	(344.51)	0.50	0.000	76,717.49
300014-NA	ACH	04/07/2009	M61475	1.00000000	OER remplace RSB période coupon	VALIDATION CR	0.000		0.00	0.00	PKG-ONT 9.5%  2JN18-2JN25	300014	0.00	01/25/2010	04/03/2009	BD88	Buy	M61475	10,000	80.000	CAD	(8,000.50)	80.00	0.00	0.00	0.50	0.000	87,932.50
300014-NA	ACH	04/07/2009	M22762	1.23000000	INT-HYDRO QUE remplace TIGR USD	VALIDATION CR	0.000		0.00	0.00	INT-HYDRO QUE  U$  13JA13	300014	0.00	01/25/2010	04/03/2009	BD88	Buy	M22762	20,000	88.500	USD	(21,771.50)	177.00	0.00	0.00	0.50	0.000	95,933.00
300014-NA	ACH	04/07/2009	M89953	1.00000000	PRIN BC remplace coupons détachés PRIN-Bell remb	VALIDATION CR	0.000		0.00	0.00	PRIN-B.C. PROV      1DC09	300014	0.00	01/25/2010	04/03/2009	BD88	Buy	M89953	10,000	99.500	CAD	(9,950.50)	98.50	0.00	0.00	0.50	0.000	117,704.50
300014-NA	ACH	04/06/2009	A02479	1.00000000	Achat bon du trésor CAD remb	VALIDATION CR	0.000		0.00	0.00	CDA TREAS BILL     14MY09	300014	0.00	01/25/2010	04/02/2009	BD88	Buy	A02479	10,000	99.960	CAD	(9,996.50)	99.96	0.00	0.00	0.50	0.000	127,655.00
300014-NA	ACH	04/01/2009	P45616	1.26000000	EXPORT P45616 remplace bon du trésor US remb	VALIDATION CR	0.000		0.00	0.00	EXPORT DEV C/P U$  14AP09	300014	0.00	01/25/2010	04/01/2009	BD88	Buy	P45616	10,000	98.000	USD	(12,348.50)	123.48	0.00	0.00	0.50	0.000	137,651.50
300014-NA	DEP	04/01/2009		1.00000000	Depot	VALIDATION CR	0.000		0.00	0.00	BALANCE ( CAD )	300014	150,000.00	01/25/2010	04/01/2009	BD88	Deposit	1CAD	0.00	0.000	CAD	150,000.00	0.00	0.00	0.00	0.00	0.000	150,000.00
300012-NA	FEE	01/25/2010		1.00000000	Frais gestion du compte	FRAIS GESTION CR	0.000		0.00	0.00	BALANCE ( CAD )	300012	0.00	01/25/2010	01/25/2010	BD88	Management Fee	1CAD	0.00	0.000	CAD	(125.00)	0.00	0.00	0.00	0.00	0.000	145,175.96
300012-NA	FEE	01/19/2010		1.00000000	Frais gestion du compte	FRAIS GESTION CR	0.000		0.00	0.00	BALANCE ( CAD )	300012	0.00	01/25/2010	01/19/2010	BD88	Management Fee	1CAD	0.00	0.000	CAD	(125.00)	0.00	0.00	0.00	0.00	0.000	145,300.96
300012-NA	DIV	01/19/2010	221374	1.00000000	Dividende DISNEY	FRAIS GESTION CR	0.000		0.00	0.00	DISNEY WALT COMPANY	300012	0.00	01/25/2010	01/19/2010	BD88	Dividends	DIS	0	0.000	CAD	19.95	0.00	0.00	0.00	0.00	0.000	145,425.96
300012-NA	DIV	01/19/2010	221374	1.03200000	DRIP DISNEY	FRAIS GESTION CR	0.000		0.00	0.00	DISNEY WALT COMPANY	300012	0.00	01/25/2010	01/19/2010	BD88	Dividends	DIS	5	31.010	USD	0.00	0.00	0.00	0.00	0.00	0.000	145,406.01
300012-NA	RET	01/04/2010		1.00000000	retrait	FRAIS GESTION CR	0.000		0.00	0.00	BALANCE ( CAD )	300012	(5,000.00)	01/25/2010	01/04/2010	BD88	Withdrawal	1CAD	0.00	0.000	CAD	(5,000.00)	0.00	0.00	0.00	0.00	0.000	145,406.01
300012-NA	VEN	12/31/2009	460009	1.00000000	Vente BN (gain) reste div. courus	FRAIS GESTION CR	0.000		9,041.50	0.00	NATIONAL BANK OF CDA	300012	0.00	01/25/2010	12/31/2009	BD88	Sell	NA	(510)	60.000	CAD	30,906.50	306.00	9,041.50	0.00	0.50	0.000	150,406.01
300012-NA	FEE	12/31/2009		1.00000000	Frais gestion du compte	FRAIS GESTION CR	0.000		0.00	0.00	BALANCE ( CAD )	300012	0.00	01/25/2010	12/31/2009	BD88	Management Fee	1CAD	0.00	0.000	CAD	(125.00)	0.00	0.00	0.00	0.00	0.000	119,499.51
300012-NA	DIV	12/15/2009	059960	1.00000000	Div ABX	FRAIS GESTION CR	0.000		0.00	0.00	BARRICK GOLD CORP	300012	0.00	01/25/2010	12/15/2009	BD88	Dividends	ABX	0	0.000	CAD	106.05	0.00	0.00	0.00	0.00	0.000	119,624.51
300012-NA	DIV	11/01/2009	460009	1.00000000	DRIP NA	FRAIS GESTION CR	0.000		0.00	0.00	NATIONAL BANK OF CDA	300012	0.00	01/25/2010	11/01/2009	BD88	Dividends	NA	5	56.390	CAD	0.00	0.00	0.00	0.00	0.00	0.000	119,518.46
300012-NA	DIV	11/01/2009	460009	1.00000000	Dividende de NA	FRAIS GESTION CR	0.000		0.00	0.00	NATIONAL BANK OF CDA	300012	0.00	01/25/2010	11/01/2009	BD88	Dividends	NA	0	0.000	CAD	31.15	0.00	0.00	0.00	0.00	0.000	119,518.46
300012-NA	INT	08/31/2009		1.00000000	Interet mensuel	FRAIS GESTION CR	0.000		0.00	0.00	BALANCE ( CAD )	300012	0.00	01/25/2010	08/31/2009	BD88	Interest	1CAD	0.00	0.000	CAD	325.56	0.00	0.00	0.00	0.00	0.000	119,487.31
300012-NA	DIV	08/01/2009	460009	1.00000000	DRIP NA	FRAIS GESTION CR	0.000		0.00	0.00	NATIONAL BANK OF CDA	300012	0.00	01/25/2010	08/01/2009	BD88	Dividends	NA	5	58.110	CAD	0.00	0.00	0.00	0.00	0.00	0.000	119,161.75
300012-NA	DIV	08/01/2009	460009	1.00000000	Dividende de NA	FRAIS GESTION CR	0.000		0.00	0.00	NATIONAL BANK OF CDA	300012	0.00	01/25/2010	08/01/2009	BD88	Dividends	NA	0	0.000	CAD	19.45	0.00	0.00	0.00	0.00	0.000	119,161.75
300012-NA	INT	07/31/2009		1.00000000	Interet mensuel	FRAIS GESTION CR	0.000		0.00	0.00	BALANCE ( CAD )	300012	0.00	01/25/2010	07/31/2009	BD88	Interest	1CAD	0.00	0.000	CAD	348.32	0.00	0.00	0.00	0.00	0.000	119,142.30
300012-NA	INT	06/30/2009		1.00000000	Interet mensuel	FRAIS GESTION CR	0.000		0.00	0.00	BALANCE ( CAD )	300012	0.00	01/25/2010	06/30/2009	BD88	Interest	1CAD	0.00	0.000	CAD	473.68	0.00	0.00	0.00	0.00	0.000	118,793.98
300012-NA	DIV	06/15/2009	059960	1.00000000	Div ABX	FRAIS GESTION CR	0.000		0.00	0.00	BARRICK GOLD CORP	300012	0.00	01/25/2010	06/15/2009	BD88	Dividends	ABX	0	0.000	CAD	113.30	0.00	0.00	0.00	0.00	0.000	118,320.30
300012-NA	INT	05/31/2009		1.00000000	Interet mensuel	FRAIS GESTION CR	0.000		0.00	0.00	BALANCE ( CAD )	300012	0.00	01/25/2010	05/31/2009	BD88	Interest	1CAD	0.00	0.000	CAD	1,000.00	0.00	0.00	0.00	0.00	0.000	118,207.00
300012-NA	INT	04/30/2009		1.00000000	Interet mensuel	FRAIS GESTION CR	0.000		0.00	0.00	BALANCE ( CAD )	300012	0.00	01/25/2010	04/30/2009	BD88	Interest	1CAD	0.00	0.000	CAD	1,000.00	0.00	0.00	0.00	0.00	0.000	117,207.00
300012-NA	ACH	04/07/2009	460009	1.00000000	Achat NA	FRAIS GESTION CR	0.000		0.00	0.00	NATIONAL BANK OF CDA	300012	0.00	01/25/2010	04/03/2009	BD88	Buy	NA	500	42.500	CAD	(21,292.50)	42.00	0.00	0.00	0.50	0.000	116,207.00
300012-NA	ACH	04/07/2009	221374	1.23000000	achat Walt Disney	FRAIS GESTION CR	0.000		0.00	0.00	DISNEY WALT COMPANY	300012	0.00	01/25/2010	04/03/2009	BD88	Buy	DIS	500	20.000	USD	(12,500.50)	200.00	0.00	0.00	0.50	0.000	137,499.50
300012-NA	TRF	04/01/2009	059960	1.00000000	TRF-in ABX	FRAIS GESTION CR	0.000		0.00	0.00	BARRICK GOLD CORP	300012	21,400.00	01/25/2010	04/01/2009	BD88	Transfer	ABX	500	23.540	CAD	0.00	0.00	0.00	0.00	0.00	0.000	150,000.00
300012-NA	TRF	04/01/2009	359131	1.00000000	TRF-in JC Grp	FRAIS GESTION CR	0.000		0.00	0.00	JEAN COUTU GRP-A SV	300012	3,935.00	01/25/2010	04/01/2009	BD88	Transfer	PJC.A	500	16.440	CAD	0.00	0.00	0.00	0.00	0.00	0.000	150,000.00
300012-NA	DEP	04/01/2009		1.00000000	Depot	FRAIS GESTION CR	0.000		0.00	0.00	BALANCE ( CAD )	300012	150,000.00	01/25/2010	04/01/2009	BD88	Deposit	1CAD	0.00	0.000	CAD	150,000.00	0.00	0.00	0.00	0.00	0.000	150,000.00
300011-NA	RDM	10/28/2009	995321	1.00000000	Funds sell fraction	TRXIONS FONDS CI	0.000		(4.82)	0.00	AGF CDN H/Y BD  /D/N	300011	0.00	01/25/2010	10/28/2009	BD88	Redemption	AGF420	(0.803)	0.000	CAD	0.00	0.00	(4.82)	0.00	0.00	0.000	21,400.00
300011-NA	SELL	10/28/2009	995321	1.00000000	Funds sell whole part	TRXIONS FONDS CI	0.000		55.38	0.00	AGF CDN H/Y BD  /D/N	300011	0.00	01/25/2010	10/23/2009	BD88	Sell	AGF420	(491.000)	6.100	CAD	3,000.00	0.00	55.38	0.00	0.00	0.000	21,400.00
300011-NA	PUR	09/23/2009	995321	1.00000000	Funds fraction part	TRXIONS FONDS CI	0.000		0.00	0.00	AGF CDN H/Y BD  /D/N	300011	0.00	01/25/2010	09/23/2009	BD88	Buy	AGF420	0.458	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	18,400.00
300011-NA	BUY	09/23/2009	995321	1.00000000	Funds whole part	TRXIONS FONDS CI	0.000		0.00	0.00	AGF CDN H/Y BD  /D/N	300011	0.00	01/25/2010	09/18/2009	BD88	Buy	AGF420	1,262.000	6.020	CAD	(7,600.00)	228.00	0.00	0.00	0.00	0.000	18,400.00
300011-NA	PUR	08/20/2009	995321	1.00000000	Funds fraction part	TRXIONS FONDS CI	0.000		0.00	0.00	AGF CDN H/Y BD  /D/N	300011	0.00	01/25/2010	08/20/2009	BD88	Buy	AGF420	0.678	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	26,000.00
300011-NA	BUY	08/20/2009	995321	1.00000000	Funds whole part	TRXIONS FONDS CI	0.000		0.00	0.00	AGF CDN H/Y BD  /D/N	300011	0.00	01/25/2010	08/17/2009	BD88	Buy	AGF420	4,006.000	5.990	CAD	(24,000.00)	720.00	0.00	0.00	0.00	0.000	26,000.00
300011-NA	DEP	04/01/2009		1.00000000	Depot	TRXIONS FONDS CI	0.000		0.00	0.00	BALANCE ( CAD )	300011	50,000.00	01/25/2010	04/01/2009	BD88	Deposit	1CAD	0.00	0.000	CAD	50,000.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300010-OB	VEN	01/27/2010	102032	1.00000000	Vente CBS settle 11	CALCULS GAINS/PE	0.000		2,074.69	0.00	CBS CORP-CL B	300010	0.00	01/25/2010	01/25/2010	BD88	Sell	CBS	(250)	13.330	USD	3,298.67	33.33	2,074.69	0.00	0.50	0.000	276,630.41
300010-OB	VEN	01/27/2010	986031	0.95000000	Vente FOND	CALCULS GAINS/PE	0.000		143.69	0.00	F/T MNY MKY       /N	300010	0.00	01/25/2010	01/22/2010	BD88	Sell	TML204	(100.000)	10.000	CAD	939.50	10.00	127.97	0.00	0.50	0.000	273,331.74
300010-OB	VEN	01/27/2010	995576	1.00000000	Vente FOND	CALCULS GAINS/PE	0.000		(2.35)	0.00	BMOG US MNY MKT   /N	300010	0.00	01/25/2010	01/22/2010	BD88	Sell	GGF412	(100.000)	10.000	USD	989.50	10.00	(20.32)	0.00	0.50	0.000	272,392.24
300010-OB	VEN	01/27/2010	744310	1.00000000	Vente Yahoo perte	CALCULS GAINS/PE	0.000		(329.33)	0.00	YAHOO INC	300010	0.00	01/25/2010	01/22/2010	BD88	Sell	YHOO	(500)	16.000	USD	7,919.50	80.00	(329.33)	0.00	0.50	0.000	271,402.74
300010-OB	VEN	01/26/2010	Y23105	0.95000000	vente France EUR int=17.23*1.4131	CALCULS GAINS/PE	0.000		477.37	0.00	FRANCE EUR(OAT)3.4%25JL29	300010	0.00	01/25/2010	01/22/2010	BD88	Sell	Y23105	(2,000)	228.160	CAD	4,383.24	228.00	477.37	47.70	0.50	0.000	263,483.24
300010-OB	VEN	01/25/2010	M22762	1.00000000	INT-HYDRO QUE	CALCULS GAINS/PE	0.000		121.46	102.88	INT-HYDRO QUE  U$  13JA13	300010	0.00	01/25/2010	01/21/2010	BD88	Sell	M22762	(5,000)	93.500	USD	4,674.50	490.00	121.46	0.00	0.50	0.000	259,100.00
300010-OB	DIV	01/19/2010	221374	1.00000000	Dividende DISNEY	CALCULS GAINS/PE	0.000		0.00	0.00	DISNEY WALT COMPANY	300010	0.00	01/25/2010	01/19/2010	BD88	Dividends	DIS	0	0.000	USD	19.95	0.00	0.00	0.00	0.00	0.000	254,425.50
300010-OB	DIV	01/19/2010	221374	1.00000000	DRIP DISNEY	CALCULS GAINS/PE	0.000		0.00	0.00	DISNEY WALT COMPANY	300010	0.00	01/25/2010	01/19/2010	BD88	Dividends	DIS	5	31.010	USD	0.00	0.00	0.00	0.00	0.00	0.000	254,405.55
300010-OB	VEN	01/19/2010	M85972	1.00000000	Vente PRIN-QUEBEC	CALCULS GAINS/PE	0.000		355.88	64.37	PRIN-QUEBEC         1AP26	300010	0.00	01/25/2010	01/15/2010	BD88	Sell	M85972	(5,000)	42.000	USD	2,037.50	42.00	355.88	0.00	0.50	0.000	254,405.55
300010-OB	VEN	12/31/2009	460009	0.95000000	Vente BN div. courus	CALCULS GAINS/PE	0.000		10,976.07	0.00	NATIONAL BANK OF CDA	300010	0.00	01/25/2010	12/31/2009	BD88	Sell	NA	(510)	60.000	CAD	28,763.50	306.00	10,976.07	0.00	0.50	0.000	252,368.05
300010-OB	DIV	12/31/2009	986031	0.95000000	DRIP TML207 remplace OGF207	CALCULS GAINS/PE	0.000		0.00	0.00	F/T MNY MKY       /N	300010	0.00	01/25/2010	12/31/2009	BD88	Dividends	TML204	1.787	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	223,604.55
300010-OB	ACH	01/05/2010	102032	1.00000000	Achat CBS Corp - vente settle janv	CALCULS GAINS/PE	0.000		0.00	0.00	CBS CORP-CL B	300010	0.00	01/25/2010	12/31/2009	BD88	Buy	CBS	500	4.750	USD	(2,447.96)	72.46	0.00	0.00	0.50	0.000	223,604.55
300010-OB	ACH	01/04/2010	995576	1.00000000	GGF412 remplace TRI375	CALCULS GAINS/PE	0.000		0.00	0.00	BMOG US MNY MKT   /N	300010	0.00	01/25/2010	12/30/2009	BD88	Buy	GGF412	300.000	10.000	USD	(3,030.00)	30.00	0.00	0.00	0.00	0.000	226,052.51
300010-OB	ACH	12/31/2009	R13369	1.00000000	Oblig ALCAN remplace NY tel	CALCULS GAINS/PE	0.000		0.00	0.00	ALCAN INC U$  5.2% 15JA14	300010	0.00	01/25/2010	12/29/2009	BD88	Buy	R13369	2,000	105.000	USD	(2,234.17)	105.00	0.00	(133.67)	0.50	0.000	229,082.51
300010-OB	VEN	12/24/2009	B87545	0.94000000	vente Prov. BC	CALCULS GAINS/PE	0.000		66.82	0.00	PROV B.C.     5.7% 18JN29	300010	0.00	01/25/2010	12/21/2009	BD88	Sell	B87545	(1,000)	110.000	CAD	1,034.38	11.00	66.82	(0.12)	0.50	0.000	231,316.68
300010-OB	VEN	12/22/2009	995321	0.95000000	AGF420 remplace Fond ODONNEL	CALCULS GAINS/PE	0.000		1,741.49	0.00	AGF CDN H/Y BD  /D/N	300010	0.00	01/25/2010	12/18/2009	BD88	Sell	AGF420	(1,998.201)	6.150	CAD	12,165.55	122.88	997.14	0.00	0.50	0.000	230,282.30
300010-OB	INT	12/18/2009	B87545	1.00000000	Interet PROV C.B. 5.7%18JN29	CALCULS GAINS/PE	0.000		0.00	0.00	PROV B.C.     5.7% 18JN29	300010	0.00	01/25/2010	12/18/2009	BD88	Interest	B87545	0	0.000	USD	186.87	0.00	0.00	0.00	0.00	0.000	218,116.75
300010-OB	DIV	12/15/2009	059960	1.00000000	Div ABX	CALCULS GAINS/PE	0.000		0.00	0.00	BARRICK GOLD CORP	300010	0.00	01/25/2010	12/15/2009	BD88	Dividends	ABX	0	0.000	USD	206.42	0.00	0.00	0.00	0.00	0.000	217,929.88
300010-OB	ACH	12/15/2009	Y23105	0.94000000	FRANCE EUR remplace Bundes int=13.32*1.4579	CALCULS GAINS/PE	0.000		0.00	0.00	FRANCE EUR(OAT)3.4%25JL29	300010	0.00	01/25/2010	12/11/2009	BD88	Buy	Y23105	10,000	227.000	CAD	(21,532.69)	227.00	0.00	(194.19)	0.50	0.000	217,723.46
300010-OB	REM	12/01/2009	M89953	0.95600000	Remb PRIN-Bell	CALCULS GAINS/PE	0.000		2,606.90	173.35	PRIN-B.C. PROV      1DC09	300010	0.00	01/25/2010	12/01/2009	BD88	Redemption	M89953	(20,000)	100.000	CAD	19,120.00	0.00	2,606.90	0.00	0.00	0.000	239,256.15
300010-OB	DIV	11/30/2009	986031	0.95000000	DRIP TML207 remplace OGF207	CALCULS GAINS/PE	0.000		0.00	0.00	F/T MNY MKY       /N	300010	0.00	01/25/2010	11/30/2009	BD88	Dividends	TML204	0.862	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	220,136.15
300010-OB	DIV	11/30/2009	995321	0.95000000	AGF420 remplace DRIP OGF305	CALCULS GAINS/PE	0.000		0.00	0.00	AGF CDN H/Y BD  /D/N	300010	0.00	01/25/2010	11/30/2009	BD88	Dividends	AGF420	44.352	6.150	CAD	0.00	0.00	0.00	0.00	0.00	0.000	220,136.15
300010-OB	ACH	12/01/2009	744310	1.00000000	Yahoo remplace ToysRUs	CALCULS GAINS/PE	0.000		0.00	0.00	YAHOO INC	300010	0.00	01/25/2010	11/27/2009	BD88	Buy	YHOO	500	15.000	USD	(7,575.50)	75.00	0.00	0.00	0.50	0.000	220,136.15
300010-OB	VEN	11/17/2009	221374	1.00000000	Vente DIS	CALCULS GAINS/PE	0.000		3,924.50	0.00	DISNEY WALT COMPANY	300010	0.00	01/25/2010	11/13/2009	BD88	Sell	DIS	(500)	30.000	USD	14,842.50	157.00	3,924.50	0.00	0.50	0.000	227,711.65
300010-OB	ACH	11/05/2009	B87545	0.94000000	2e achat PROV CB	CALCULS GAINS/PE	0.000		0.00	0.00	PROV B.C.     5.7% 18JN29	300010	0.00	01/25/2010	11/03/2009	BD88	Buy	B87545	10,000	112.000	CAD	(10,733.45)	112.00	0.00	(204.95)	0.50	0.000	212,869.15
300010-OB	DIV	11/01/2009	460009	0.93000000	DRIP NA	CALCULS GAINS/PE	0.000		0.00	0.00	NATIONAL BANK OF CDA	300010	0.00	01/25/2010	11/01/2009	BD88	Dividends	NA	5	56.390	CAD	0.00	0.00	0.00	0.00	0.00	0.000	223,602.60
300010-OB	DIV	11/01/2009	460009	1.00000000	Dividende de NA	CALCULS GAINS/PE	0.000		0.00	0.00	NATIONAL BANK OF CDA	300010	0.00	01/25/2010	11/01/2009	BD88	Dividends	NA	0	0.000	USD	19.62	0.00	0.00	0.00	0.00	0.000	223,602.60
300010-OB	DIV	10/31/2009	995576	1.00000000	GGF412 remplace DRIP TRI375	CALCULS GAINS/PE	0.000		0.00	0.00	BMOG US MNY MKT   /N	300010	0.00	01/25/2010	10/31/2009	BD88	Dividends	GGF412	3.331	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	223,582.98
300010-OB	DIV	10/30/2009	986031	0.93000000	DRIP TML207 remplace OGF207	CALCULS GAINS/PE	0.000		0.00	0.00	F/T MNY MKY       /N	300010	0.00	01/25/2010	10/30/2009	BD88	Dividends	TML204	0.834	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	223,582.98
300010-OB	DIV	10/30/2009	995321	0.93000000	AGF420 remplace DRIP OGF305	CALCULS GAINS/PE	0.000		0.00	0.00	AGF CDN H/Y BD  /D/N	300010	0.00	01/25/2010	10/30/2009	BD88	Dividends	AGF420	43.555	6.110	CAD	0.00	0.00	0.00	0.00	0.00	0.000	223,582.98
300010-OB	ACH	10/21/2009	744310	1.00000000	Yahoo remplace ToysRUs	CALCULS GAINS/PE	0.000		0.00	0.00	YAHOO INC	300010	0.00	01/25/2010	10/16/2009	BD88	Buy	YHOO	500	17.000	USD	(8,585.50)	85.00	0.00	0.00	0.50	0.000	223,582.98
300010-OB	DIV	09/30/2009	995576	1.00000000	GGF412 remplace DRIP TRI375	CALCULS GAINS/PE	0.000		0.00	0.00	BMOG US MNY MKT   /N	300010	0.00	01/25/2010	09/30/2009	BD88	Dividends	GGF412	3.210	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	232,168.48
300010-OB	DIV	09/30/2009	986031	0.93000000	DRIP TML207 remplace OGF207	CALCULS GAINS/PE	0.000		0.00	0.00	F/T MNY MKY       /N	300010	0.00	01/25/2010	09/30/2009	BD88	Dividends	TML204	0.833	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	232,168.48
300010-OB	DIV	09/30/2009	995321	0.93000000	AGF420 remplace DRIP OGF305	CALCULS GAINS/PE	0.000		0.00	0.00	AGF CDN H/Y BD  /D/N	300010	0.00	01/25/2010	09/30/2009	BD88	Dividends	AGF420	42.182	6.060	CAD	0.00	0.00	0.00	0.00	0.00	0.000	232,168.48
300010-OB	VEN	09/28/2009	R13369	1.00000000	vente oblig Alcan	CALCULS GAINS/PE	0.000		33.63	0.00	ALCAN INC U$  5.2% 15JA14	300010	0.00	01/25/2010	09/24/2009	BD88	Sell	R13369	(1,000)	103.000	USD	1,040.18	103.00	33.63	9.68	0.50	0.000	232,168.48
300010-OB	ACH	09/14/2009	995321	0.93000000	AGF420 remplace OGF305	CALCULS GAINS/PE	0.000		0.00	0.00	AGF CDN H/Y BD  /D/N	300010	0.00	01/25/2010	09/10/2009	BD88	Buy	AGF420	1,868.112	6.000	CAD	(10,424.06)	0.00	0.00	0.00	0.00	0.000	231,128.30
300010-OB	DIV	08/31/2009	995576	1.00000000	GGF412 remplace DRIP TRI375	CALCULS GAINS/PE	0.000		0.00	0.00	BMOG US MNY MKT   /N	300010	0.00	01/25/2010	08/31/2009	BD88	Dividends	GGF412	3.325	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	241,552.36
300010-OB	INT	08/31/2009		1.00000000	Interet mensuel	CALCULS GAINS/PE	0.000		0.00	0.00	BALANCE ( USD )	300010	0.00	01/25/2010	08/31/2009	BD88	Interest	1USD	0.00	0.000	USD	325.56	0.00	0.00	0.00	0.00	0.000	241,552.36
300010-OB	DIV	08/31/2009	986031	0.91000000	DRIP TML207 remplace OGF207	CALCULS GAINS/PE	0.000		0.00	0.00	F/T MNY MKY       /N	300010	0.00	01/25/2010	08/31/2009	BD88	Dividends	TML204	0.899	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	241,226.80
300010-OB	ACH	08/19/2009	R13369	1.00000000	Oblig ALCAN remplace NY Tel	CALCULS GAINS/PE	0.000		0.00	0.00	ALCAN INC U$  5.2% 15JA14	300010	0.00	01/25/2010	08/17/2009	BD88	Buy	R13369	10,000	99.582	USD	(10,005.33)	99.00	0.00	(46.63)	0.50	0.000	241,226.80
