"No compte"	"Type"	"Régime"	"Téléphone 1"	"Téléphone 2"	"Solde"	"Devise"	"Statut"	"Nom modèle"	"Nom complet"	"No modèle"	"No client"	"Langue"	"Dernier achat/vente"	"Dern. trans."	"Début de gestion"	"Date de fermeture"	"Création"	"Marge"	"Valeur totale"	"Nom"
"800211-OB"	"A - Comptant"	""	"(450) 555-3598"	"(450) 555-2043"	"0,00"	"USD"	"Ouvert"	""	"ALICK SERGE"	""	"800211"	"Anglais"	""	"2003/11/25"	""	""	"2009/12/01"	"n/d"	"0,00"	"SERGE ALICK"
"800211-RE"	"E - Marge couvert"	""	"(450) 555-3598"	"(450) 555-2043"	"0,00"	"CAD"	"Ouvert"	""	"ALICK SERGE"	""	"800211"	"Anglais"	""	"2005/01/21"	""	""	"2009/12/01"	"0,00"	"0,00"	"SERGE ALICK"
"800211-SF"	"E - Marge couvert"	""	"(450) 555-3598"	"(450) 555-2043"	"0,00"	"CAD"	"Ouvert"	""	"ALICK SERGE"	""	"800211"	"Anglais"	""	"2005/01/21"	""	""	"2009/12/01"	"0,00"	"0,00"	"SERGE ALICK"
"800212-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-3598"	"(450) 555-2043"	"39 718,57"	"CAD"	"Ouvert"	""	"ALICK SERGE"	""	"800212"	"Anglais"	"2009/11/25"	"2010/01/15"	""	""	"2009/12/01"	"n/d"	"430 453,94"	"SERGE ALICK"
"800212-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-3598"	"(450) 555-2043"	"86,40"	"CAD"	"Ouvert"	""	"ALICK SERGE"	""	"800212"	"Anglais"	""	"2009/02/03"	""	""	"2009/12/01"	"n/d"	"8 132,32"	"SERGE ALICK"
"800212-RE"	"E - Marge couvert"	""	"(450) 555-3598"	"(450) 555-2043"	"14 561,61"	"CAD"	"Ouvert"	""	"ALICK SERGE"	""	"800212"	"Anglais"	""	"2010/01/18"	""	""	"2009/12/01"	"0,00"	"229 166,26"	"SERGE ALICK"
"800212-SF"	"E - Marge couvert"	""	"(450) 555-3598"	"(450) 555-2043"	"(8 176,24)"	"USD"	"Ouvert"	""	"ALICK SERGE"	""	"800212"	"Anglais"	""	"2010/01/18"	""	""	"2009/12/01"	"0,00"	"19 859,83"	"SERGE ALICK"
"800242-GT"	"T - Fonds de revenu de retraite"	""	"(450) 555-6685"	"(450) 555-4013"	"7 584,18"	"CAD"	"Ouvert"	""	"ASSURANCE SHERMANN & FRERES (1996)"	""	"800242"	"Français"	"2010/01/14"	"2010/01/20"	""	""	"2009/12/01"	"n/d"	"342 826,58"	"SHERMANN ASSURAN"
"800242-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-6685"	"(450) 555-4013"	"(5 318,26)"	"CAD"	"Ouvert"	""	"ASSURANCE SHERMANN & FRERES (1996)"	""	"800242"	"Français"	"2010/01/20"	"2010/01/20"	""	""	"2009/12/01"	"n/d"	"10 806,90"	"SHERMANN ASSURAN"
"800242-RE"	"E - Marge couvert"	""	"(450) 555-6685"	"(450) 555-4013"	"96,78"	"CAD"	"Ouvert"	""	"ASSURANCE SHERMANN & FRERES (1996)"	""	"800242"	"Français"	"2010/01/20"	"2010/01/20"	""	""	"2009/12/01"	"0,00"	"242 878,26"	"SHERMANN ASSURAN"
"800015-NA"	"A - Comptant"	""	"(450) 555-3117"	"(450) 555-9586"	"0,00"	"CAD"	"Ouvert"	""	"BOUDRIAS SIDDALL"	""	"800015"	"Anglais"	""	"2009/04/02"	""	""	"2009/12/01"	"n/d"	"0,00"	"SIDDALL BOUDRIAS"
"800015-OB"	"A - Comptant"	""	"(450) 555-3117"	"(450) 555-9586"	"0,00"	"USD"	"Ouvert"	""	"BOUDRIAS SIDDALL"	""	"800015"	"Anglais"	""	"2009/04/28"	""	""	"2009/12/01"	"n/d"	"0,00"	"SIDDALL BOUDRIAS"
"800015-RE"	"E - Marge couvert"	""	"(450) 555-3117"	"(450) 555-9586"	"0,00"	"CAD"	"Ouvert"	""	"BOUDRIAS SIDDALL"	""	"800015"	"Anglais"	""	"2009/04/02"	""	""	"2009/12/01"	"0,00"	"0,00"	"SIDDALL BOUDRIAS"
"800015-SF"	"E - Marge couvert"	""	"(450) 555-3117"	"(450) 555-9586"	"0,00"	"USD"	"Ouvert"	""	"BOUDRIAS SIDDALL"	""	"800015"	"Anglais"	""	"2009/04/15"	""	""	"2009/12/01"	"0,00"	"0,00"	"SIDDALL BOUDRIAS"
"800070-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-1061"	"(450) 555-6970"	"0,00"	"CAD"	"Ouvert"	""	"AUGUSTINE SIMARD"	""	"800070"	"Français"	""	"1995/06/16"	""	""	"2009/12/01"	"n/d"	"0,00"	"SIMARD AUGUSTINE"
"800266-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-0496"	"(450) 555-2389"	"184,78"	"CAD"	"Ouvert"	""	"AILLEEN SINAGRA"	""	"800266"	"Français"	"2009/12/22"	"2009/12/29"	""	""	"2009/12/01"	"n/d"	"438 654,19"	"SINAGRA AILLEEN"
"800266-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-0496"	"(450) 555-2389"	"0,00"	"CAD"	"Ouvert"	""	"AILLEEN SINAGRA"	""	"800266"	"Français"	""	""	""	""	"2009/12/01"	"n/d"	"0,00"	"SINAGRA AILLEEN"
"800266-LV"	"N -"	""	"(450) 555-0496"	"(450) 555-2389"	"79,78"	"CAD"	"Ouvert"	""	"AILLEEN SINAGRA"	""	"800266"	"Français"	""	"2009/12/31"	""	""	"2009/12/01"	"n/d"	"209 116,86"	"SINAGRA AILLEEN"
"800266-RE"	"E - Marge couvert"	""	"(450) 555-0496"	"(450) 555-2389"	"0,55"	"CAD"	"Ouvert"	""	"AILLEEN SINAGRA"	""	"800266"	"Français"	"2010/01/22"	"2010/01/22"	""	""	"2009/12/01"	"0,00"	"174 331,65"	"SINAGRA AILLEEN"
"800233-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-8821"	"(450) 555-0001"	"0,00"	"CAD"	"Ouvert"	""	"CANARDS SINNAEVE"	""	"800233"	"Français"	""	"2006/12/07"	""	""	"2009/12/01"	"n/d"	"0,00"	"SINNAEVE CANARDS"
"800233-GT"	"T - Fonds de revenu de retraite"	""	"(450) 555-8821"	"(450) 555-0001"	"1 958,30"	"CAD"	"Ouvert"	""	"CANARDS SINNAEVE"	""	"800233"	"Français"	""	"2010/01/07"	""	""	"2009/12/01"	"n/d"	"237 032,68"	"SINNAEVE CANARDS"
"800233-NA"	"A - Comptant"	""	"(450) 555-8821"	"(450) 555-0001"	"2 437,58"	"CAD"	"Ouvert"	""	"CANARDS SINNAEVE"	""	"800233"	"Français"	"2009/12/09"	"2010/01/18"	""	""	"2009/12/01"	"n/d"	"989 753,83"	"SINNAEVE CANARDS"
"800054-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-2656"	"(450) 555-2488"	"16 845,54"	"CAD"	"Ouvert"	""	"276 184 275"	""	"800054"	"Français"	"2010/01/05"	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"293 587,61"	"SKRUNDZ BEAUDOIN"
"800054-JJ"	"J -"	""	"(450) 555-2656"	"(450) 555-2488"	"0,00"	"CAD"	"Ouvert"	""	"276 184 275"	""	"800054"	"Français"	""	"2010/01/21"	""	""	"2009/12/01"	"n/d"	"0,00"	"SKRUNDZ BEAUDOIN"
"800054-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-2656"	"(450) 555-2488"	"0,00"	"CAD"	"Ouvert"	""	"276 184 275"	""	"800054"	"Français"	""	"2009/12/31"	""	""	"2009/12/01"	"n/d"	"6 161,46"	"SKRUNDZ BEAUDOIN"
"800054-RE"	"E - Marge couvert"	""	"(450) 555-2656"	"(450) 555-2488"	"0,00"	"CAD"	"Ouvert"	""	"276 184 275"	""	"800054"	"Français"	""	"2010/01/08"	""	""	"2009/12/01"	"0,00"	"153 325,24"	"SKRUNDZ BEAUDOIN"
"800005-GT"	"T - Fonds de revenu de retraite"	""	"(450) 555-1520"	"(450) 555-9455"	"0,00"	"CAD"	"Ouvert"	""	"CELINE STANTON"	""	"800005"	"Français"	""	"2009/12/01"	""	""	"2009/12/01"	"n/d"	"(6 788,43)"	"STANTON CELINE"
"800005-RE"	"E - Marge couvert"	""	"(450) 555-1520"	"(450) 555-9455"	"0,00"	"CAD"	"Ouvert"	""	"CELINE STANTON"	""	"800005"	"Français"	""	"2009/04/13"	""	""	"2009/12/01"	"0,00"	"0,00"	"STANTON CELINE"
"800005-SF"	"E - Marge couvert"	""	"(450) 555-1520"	"(450) 555-9455"	"0,00"	"USD"	"Ouvert"	""	"CELINE STANTON"	""	"800005"	"Français"	""	"2009/12/01"	""	""	"2009/12/01"	"0,00"	"(60 171,90)"	"STANTON CELINE"
"800067-NA"	"A - Comptant"	""	"(450) 555-5536"	"(450) 555-6424"	"120,06"	"CAD"	"Ouvert"	""	"ANTOINETTA STEADWARD"	""	"800067"	"Français"	""	"2010/01/04"	""	""	"2009/12/01"	"n/d"	"120,06"	"STEADWARD ANTOIN"
"800067-OB"	"A - Comptant"	""	"(450) 555-5536"	"(450) 555-6424"	"1 523,77"	"USD"	"Ouvert"	""	"ANTOINETTA STEADWARD"	""	"800067"	"Français"	"2010/01/25"	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"125 262,54"	"STEADWARD ANTOIN"
"800067-RE"	"E - Marge couvert"	""	"(450) 555-5536"	"(450) 555-6424"	"10 723,72"	"CAD"	"Ouvert"	""	"ANTOINETTA STEADWARD"	""	"800067"	"Français"	"2010/01/12"	"2010/01/25"	""	""	"2009/12/01"	"0,00"	"3 186 738,71"	"STEADWARD ANTOIN"
"800067-SF"	"E - Marge couvert"	""	"(450) 555-5536"	"(450) 555-6424"	"3 453,39"	"USD"	"Ouvert"	""	"ANTOINETTA STEADWARD"	""	"800067"	"Français"	"2009/12/18"	"2010/01/25"	""	""	"2009/12/01"	"0,00"	"79 844,98"	"STEADWARD ANTOIN"
"800000-GT"	"T - Fonds de revenu de retraite"	""	"(450) 555-8918"	"(450) 555-7645"	"0,00"	"CAD"	"Ouvert"	""	"AGGIE STEELE"	""	"800000"	"Français"	""	"2008/08/14"	""	""	"2009/12/01"	"n/d"	"0,00"	"STEELE AGGIE"
"800000-JJ"	"J -"	""	"(450) 555-8918"	"(450) 555-7645"	"50,00"	"CAD"	"Ouvert"	""	"AGGIE STEELE"	""	"800000"	"Français"	""	"2010/01/21"	""	""	"2009/12/01"	"n/d"	"50,00"	"STEELE AGGIE"
"800000-LY"	"Y - Rente viagère"	""	"(450) 555-8918"	"(450) 555-7645"	"0,00"	"CAD"	"Ouvert"	""	"AGGIE STEELE"	""	"800000"	"Français"	""	"2009/02/18"	""	""	"2009/12/01"	"n/d"	"0,00"	"STEELE AGGIE"
"800000-NA"	"A - Comptant"	""	"(450) 555-8918"	"(450) 555-7645"	"0,00"	"CAD"	"Ouvert"	""	"AGGIE STEELE"	""	"800000"	"Français"	""	"2009/11/19"	""	""	"2009/12/01"	"n/d"	"139 914,11"	"STEELE AGGIE"
"800262-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-5369"	"(450) 555-2378"	"2 029,02"	"CAD"	"Ouvert"	""	"CARTERS STUART"	""	"800262"	"Anglais"	""	"2010/01/15"	""	""	"2009/12/01"	"n/d"	"219 763,49"	"STUART CARTERS"
"800262-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-5369"	"(450) 555-2378"	"5 094,86"	"CAD"	"Ouvert"	""	"CARTERS STUART"	""	"800262"	"Anglais"	""	"2010/01/08"	""	""	"2009/12/01"	"n/d"	"10 159,16"	"STUART CARTERS"
"800262-RE"	"E - Marge couvert"	""	"(450) 555-5369"	"(450) 555-2378"	"11 925,24"	"CAD"	"Ouvert"	""	"CARTERS STUART"	""	"800262"	"Anglais"	"2010/01/18"	"2010/01/18"	""	""	"2009/12/01"	"0,00"	"251 962,30"	"STUART CARTERS"
"800262-SF"	"E - Marge couvert"	""	"(450) 555-5369"	"(450) 555-2378"	"3 504,86"	"USD"	"Ouvert"	""	"CARTERS STUART"	""	"800262"	"Anglais"	""	"2009/10/09"	""	""	"2009/12/01"	"0,00"	"3 504,86"	"STUART CARTERS"
"800290-FS"	"S - Régime d'épargne-retraite"	""	"(416) 667-7654"	"(416) 667-7698"	"0,00"	"CAD"	"Ouvert"	""	"BELLA SWAN"	""	"800290"	"Anglais"	""	"2004/04/16"	""	""	"2009/12/01"	"n/d"	"0,00"	"SWAN BELLA"
"800290-GT"	"T - Fonds de revenu de retraite"	""	"(416) 667-7654"	"(416) 667-7698"	"542,89"	"CAD"	"Ouvert"	""	"BELLA SWAN"	""	"800290"	"Anglais"	"2009/12/15"	"2009/12/31"	""	""	"2009/12/01"	"n/d"	"163 884,59"	"SWAN BELLA"
"800290-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"(416) 667-7654"	"(416) 667-7698"	"8 683,94"	"CAD"	"Ouvert"	""	"BELLA SWAN"	""	"800290"	"Anglais"	"2009/12/16"	"2010/01/04"	""	""	"2009/12/01"	"n/d"	"10 742,72"	"SWAN BELLA"
"800290-NA"	"A - Comptant"	""	"(416) 667-7654"	"(416) 667-7698"	"1 279,03"	"CAD"	"Ouvert"	""	"BELLA SWAN"	""	"800290"	"Anglais"	""	"2010/01/15"	""	""	"2009/12/01"	"n/d"	"227 421,11"	"SWAN BELLA"
"800290-OB"	"A - Comptant"	""	"(416) 667-7654"	"(416) 667-7698"	"0,00"	"USD"	"Ouvert"	""	"BELLA SWAN"	""	"800290"	"Anglais"	""	"2003/01/28"	""	""	"2009/12/01"	"n/d"	"0,00"	"SWAN BELLA"
"800248-NA"	"A - Comptant"	""	"(450) 555-1478"	"(450) 555-9149"	"92 145,40"	"CAD"	"Ouvert"	""	"BERANGERE TABAK"	""	"800248"	"Français"	""	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"381 107,30"	"TABAK BERANGERE"
"800248-OB"	"A - Comptant"	""	"(450) 555-1478"	"(450) 555-9149"	"35 615,77"	"USD"	"Ouvert"	""	"BERANGERE TABAK"	""	"800248"	"Français"	""	"2010/01/11"	""	""	"2009/12/01"	"n/d"	"546 355,07"	"TABAK BERANGERE"
"800286-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-4812"	"(450) 555-2241"	"2 495,10"	"CAD"	"Ouvert"	""	"ALARIE TODOR"	""	"800286"	"Français"	"2009/12/07"	"2010/01/22"	""	""	"2009/12/01"	"n/d"	"686 165,31"	"TODOR ALARIE"
"800286-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-4812"	"(450) 555-2241"	"174,65"	"CAD"	"Ouvert"	""	"ALARIE TODOR"	""	"800286"	"Français"	""	"2009/12/31"	""	""	"2009/12/01"	"n/d"	"7 255,15"	"TODOR ALARIE"
"800286-NA"	"A - Comptant"	""	"(450) 555-4812"	"(450) 555-2241"	"0,00"	"CAD"	"Ouvert"	""	"ALARIE TODOR"	""	"800286"	"Français"	""	"2008/03/05"	""	""	"2009/12/01"	"n/d"	"0,00"	"TODOR ALARIE"
"800286-OB"	"A - Comptant"	""	"(450) 555-4812"	"(450) 555-2241"	"0,00"	"USD"	"Ouvert"	""	"ALARIE TODOR"	""	"800286"	"Français"	""	"2008/02/25"	""	""	"2009/12/01"	"n/d"	"0,00"	"TODOR ALARIE"
"800286-RE"	"E - Marge couvert"	""	"(450) 555-4812"	"(450) 555-2241"	"1 206,81"	"CAD"	"Ouvert"	""	"ALARIE TODOR"	""	"800286"	"Français"	"2009/12/04"	"2009/12/31"	""	""	"2009/12/01"	"0,00"	"186 552,21"	"TODOR ALARIE"
"800286-SF"	"E - Marge couvert"	""	"(450) 555-4812"	"(450) 555-2241"	"281,06"	"USD"	"Ouvert"	""	"ALARIE TODOR"	""	"800286"	"Français"	""	"2010/01/08"	""	""	"2009/12/01"	"0,00"	"221 676,46"	"TODOR ALARIE"
"800040-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-3915"	"(450) 555-5535"	"15 489,60"	"CAD"	"Ouvert"	""	"ANNEMARIE TON"	""	"800040"	"Anglais"	"2009/12/16"	"2010/01/20"	""	""	"2009/12/01"	"n/d"	"557 555,51"	"TON ANNEMARIE"
"800040-RE"	"E - Marge couvert"	""	"(450) 555-3915"	"(450) 555-5535"	"16 048,24"	"CAD"	"Ouvert"	""	"ANNEMARIE TON"	""	"800040"	"Anglais"	"2009/12/16"	"2010/01/22"	""	""	"2009/12/01"	"0,00"	"671 647,02"	"TON ANNEMARIE"
"800084-NA"	"A - Comptant"	""	"(450) 555-3915"	"(450) 555-8506"	"8 464,67"	"CAD"	"Ouvert"	""	"CHINDA TREMBLAY"	""	"800084"	"Anglais"	"2009/12/16"	"2010/01/07"	""	""	"2009/12/01"	"n/d"	"2 598 428,87"	"TREMBLAY CHINDA"
"800084-OB"	"A - Comptant"	""	"(450) 555-3915"	"(450) 555-8506"	"680,19"	"USD"	"Ouvert"	""	"CHINDA TREMBLAY"	""	"800084"	"Anglais"	""	"2009/11/30"	""	""	"2009/12/01"	"n/d"	"680,19"	"TREMBLAY CHINDA"
"800278-RE"	"E - Marge couvert"	""	"(450) 555-2487"	"(450) 555-7833"	"15 972,50"	"CAD"	"Ouvert"	""	"CIARAN TREN"	""	"800278"	"Français"	"2010/01/20"	"2010/01/25"	""	""	"2009/12/01"	"0,00"	"269 429,54"	"TREN CIARAN"
"800236-GT"	"T - Fonds de revenu de retraite"	""	"(450) 555-9212"	"(450) 555-9276"	"829,74"	"CAD"	"Ouvert"	""	"AMARJIT TRUEMAN"	""	"800236"	"Français"	""	"2010/01/15"	""	""	"2009/12/01"	"n/d"	"162 436,61"	"TRUEMAN AMARJIT"
"800236-JJ"	"J -"	""	"(450) 555-9212"	"(450) 555-9276"	"3 739,67"	"CAD"	"Ouvert"	""	"AMARJIT TRUEMAN"	""	"800236"	"Français"	""	"2010/01/22"	""	""	"2009/12/01"	"n/d"	"3 739,67"	"TRUEMAN AMARJIT"
"800236-NA"	"A - Comptant"	""	"(450) 555-9212"	"(450) 555-9276"	"95 476,03"	"CAD"	"Ouvert"	""	"AMARJIT TRUEMAN"	""	"800236"	"Français"	""	"2010/01/18"	""	""	"2009/12/01"	"n/d"	"922 332,15"	"TRUEMAN AMARJIT"
"800236-OB"	"A - Comptant"	""	"(450) 555-9212"	"(450) 555-9276"	"10 647,24"	"USD"	"Ouvert"	""	"AMARJIT TRUEMAN"	""	"800236"	"Français"	""	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"79 097,61"	"TRUEMAN AMARJIT"
"300011-NA"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"21 400,00"	"CAD"	"Ouvert"	""	"TRXIONS FONDS CIBC"	""	"300011"	"Français"	"2009/10/23"	"2010/01/25"	""	""	"2010/01/25"	"n/d"	"50 780,60"	"TRXIONS FONDS CI"
"300015-NA"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"3 292,60"	"CAD"	"Ouvert"	""	"TRXIONS WEEKEND"	""	"300015"	"Français"	"2009/07/08"	"2010/01/25"	""	""	"2010/01/25"	"n/d"	"22 377,60"	"TRXIONS WEEKEND"
"300014-NA"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"26 764,47"	"CAD"	"Ouvert"	""	"VALIDATION CR"	""	"300014"	"Français"	"2010/01/22"	"2010/01/25"	""	""	"2010/01/25"	"n/d"	"148 844,81"	"VALIDATION CR"
"300001-NA"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"105 843,52"	"CAD"	"Ouvert"	""	"VALIDATIONS CALCULS"	""	"300001"	"Français"	"2010/01/25"	"2010/01/25"	""	""	"2010/01/25"	"n/d"	"522 266,81"	"VALIDATIONS CALC"
"300008-NA"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"49 951,27"	"CAD"	"Ouvert"	""	"VALIDATIONS CALCULS"	""	"300008"	"Français"	"2010/01/22"	"2010/01/25"	""	""	"2010/01/25"	"n/d"	"149 707,76"	"VALIDATIONS CALC"
"300002-NA"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"95 922,40"	"CAD"	"Ouvert"	""	"VALIDATIONS SEPARATION LOT"	""	"300002"	"Français"	"2010/01/20"	"2010/01/25"	""	""	"2010/01/25"	"n/d"	"248 176,06"	"VALIDATIONS SEPA"
"300002-OB"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"89 929,28"	"USD"	"Ouvert"	""	"VALIDATIONS SEPARATION LOT"	""	"300002"	"Français"	"2010/01/21"	"2010/01/25"	""	""	"2010/01/25"	"n/d"	"232 882,80"	"VALIDATIONS SEPA"
"800264-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-7022"	"(450) 555-6707"	"1 655,86"	"CAD"	"Ouvert"	""	"GILLES VILLENEUVE"	""	"800264"	"Français"	"2009/12/14"	"2010/01/18"	""	""	"2009/12/01"	"n/d"	"407 250,82"	"VILLENEUVE GILLE"
"800264-NA"	"A - Comptant"	""	"(450) 555-7022"	"(450) 555-6707"	"3 415,56"	"CAD"	"Ouvert"	""	"GILLES VILLENEUVE"	""	"800264"	"Français"	"2009/12/14"	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"737 355,09"	"VILLENEUVE GILLE"
"800045-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-0531"	"(450) 555-6343"	"432,24"	"CAD"	"Ouvert"	""	"CARROLL VOSSEN"	""	"800045"	"Français"	"2010/01/19"	"2010/01/19"	""	""	"2009/12/01"	"n/d"	"126 326,39"	"VOSSEN CARROLL"
"800045-RE"	"E - Marge couvert"	""	"(450) 555-0531"	"(450) 555-6343"	"0,00"	"CAD"	"Ouvert"	""	"CARROLL VOSSEN"	""	"800045"	"Français"	""	"2009/12/07"	""	""	"2009/12/01"	"0,00"	"(124 161,74)"	"VOSSEN CARROLL"
"800045-SF"	"E - Marge couvert"	""	"(450) 555-0531"	"(450) 555-6343"	"0,00"	"USD"	"Ouvert"	""	"CARROLL VOSSEN"	""	"800045"	"Français"	""	"2007/07/03"	""	""	"2009/12/01"	"0,00"	"0,00"	"VOSSEN CARROLL"
"800215-NA"	"A - Comptant"	""	"(450) 555-3621"	"(450) 555-1081"	"18 819,75"	"CAD"	"Ouvert"	""	"BERNARD VOYER"	""	"800215"	"Français"	"2009/12/17"	"2010/01/21"	""	""	"2009/12/01"	"n/d"	"4 592 939,27"	"VOYER BERNARD"
"800215-OB"	"A - Comptant"	""	"(450) 555-3621"	"(450) 555-1081"	"2 304,65"	"USD"	"Ouvert"	""	"BERNARD VOYER"	""	"800215"	"Français"	""	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"156 069,93"	"VOYER BERNARD"
"800004-JJ"	"J -"	""	"(450) 555-4522"	"(450) 555-6908"	"0,00"	"CAD"	"Ouvert"	""	"BOURKE WATKINS"	""	"800004"	"Français"	""	"2008/02/28"	""	""	"2009/12/01"	"n/d"	"0,00"	"WATKINS BOURKE"
"800004-NA"	"A - Comptant"	""	"(450) 555-4522"	"(450) 555-6908"	"0,00"	"CAD"	"Ouvert"	""	"BOURKE WATKINS"	""	"800004"	"Français"	""	"2008/04/23"	""	""	"2009/12/01"	"n/d"	"0,00"	"WATKINS BOURKE"
"800226-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-8491"	"(450) 555-8049"	"0,00"	"CAD"	"Ouvert"	""	"BRIAN WUSCHKE"	""	"800226"	"Anglais"	""	"2009/08/12"	""	""	"2009/12/01"	"n/d"	"0,00"	"WUSCHKE BRIAN"
"800226-LY"	"Y - Rente viagère"	""	"(450) 555-8491"	"(450) 555-8049"	"0,00"	"CAD"	"Ouvert"	""	"BRIAN WUSCHKE"	""	"800226"	"Anglais"	""	"2009/08/31"	""	""	"2009/12/01"	"n/d"	"0,00"	"WUSCHKE BRIAN"
"800226-NA"	"A - Comptant"	""	"(450) 555-8491"	"(450) 555-8049"	"0,00"	"CAD"	"Ouvert"	""	"BRIAN WUSCHKE"	""	"800226"	"Anglais"	""	"2009/12/01"	""	""	"2009/12/01"	"n/d"	"(334 876,53)"	"WUSCHKE BRIAN"
"800011-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-8961"	"(450) 555-1871"	"0,00"	"CAD"	"Ouvert"	""	"YANIC AUBUT GOBEILLE"	""	"800011"	"Français"	""	"2005/12/02"	""	""	"2009/12/01"	"n/d"	"0,00"	"YANIC GOBEILLE A"
"800011-GT"	"T - Fonds de revenu de retraite"	""	"(450) 555-8961"	"(450) 555-1871"	"964,76"	"CAD"	"Ouvert"	""	"YANIC AUBUT GOBEILLE"	""	"800011"	"Français"	"2009/12/08"	"2010/01/15"	""	""	"2009/12/01"	"n/d"	"360 081,60"	"YANIC GOBEILLE A"
"800011-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-8961"	"(450) 555-1871"	"(4 889,24)"	"CAD"	"Ouvert"	""	"YANIC AUBUT GOBEILLE"	""	"800011"	"Français"	"2010/01/22"	"2010/01/22"	""	""	"2009/12/01"	"n/d"	"7 158,65"	"YANIC GOBEILLE A"
"800011-LV"	"N -"	""	"(450) 555-8961"	"(450) 555-1871"	"0,00"	"CAD"	"Ouvert"	""	"YANIC AUBUT GOBEILLE"	""	"800011"	"Français"	""	"2005/12/16"	""	""	"2009/12/01"	"n/d"	"0,00"	"YANIC GOBEILLE A"
"800011-NA"	"A - Comptant"	""	"(450) 555-8961"	"(450) 555-1871"	"5 014,19"	"CAD"	"Ouvert"	""	"YANIC AUBUT GOBEILLE"	""	"800011"	"Français"	"2010/01/22"	"2010/01/22"	""	""	"2009/12/01"	"n/d"	"598 443,93"	"YANIC GOBEILLE A"
"800011-ZM"	"O -"	""	"(450) 555-8961"	"(450) 555-1871"	"295,14"	"CAD"	"Ouvert"	""	"YANIC AUBUT GOBEILLE"	""	"800011"	"Français"	"2009/12/04"	"2010/01/22"	""	""	"2009/12/01"	"n/d"	"257 977,43"	"YANIC GOBEILLE A"
"800230-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-0128"	"(450) 555-7330"	"14 565,55"	"CAD"	"Ouvert"	""	"BERNI YEKTA"	""	"800230"	"Français"	"2009/12/16"	"2010/01/20"	""	""	"2009/12/01"	"n/d"	"584 917,60"	"YEKTA BERNI"
"800230-RE"	"E - Marge couvert"	""	"(450) 555-0128"	"(450) 555-7330"	"2 971,95"	"CAD"	"Ouvert"	""	"BERNI YEKTA"	""	"800230"	"Français"	""	"2010/01/08"	""	""	"2009/12/01"	"0,00"	"219 593,72"	"YEKTA BERNI"
"800204-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-8255"	"(450) 555-5445"	"17 336,80"	"CAD"	"Ouvert"	""	"AYUKO ZIMMERMANN"	""	"800204"	"Français"	""	"2010/01/15"	""	""	"2009/12/01"	"n/d"	"157 716,65"	"ZIMMERMANN AYUKO"
"800204-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-8255"	"(450) 555-5445"	"5 108,43"	"CAD"	"Ouvert"	""	"AYUKO ZIMMERMANN"	""	"800204"	"Français"	""	"2010/01/05"	""	""	"2009/12/01"	"n/d"	"11 178,43"	"ZIMMERMANN AYUKO"
"800204-NA"	"A - Comptant"	""	"(450) 555-8255"	"(450) 555-5445"	"28 573,36"	"CAD"	"Ouvert"	""	"AYUKO ZIMMERMANN"	""	"800204"	"Français"	"2009/12/17"	"2010/01/15"	""	""	"2009/12/01"	"n/d"	"153 694,13"	"ZIMMERMANN AYUKO"
