"Nom"	"No compte"	"Code de CP"	"Type"	"Régime"	"Téléphone 1"	"Téléphone 2"	"Solde"	"Devise"	"Statut"	"Nom modèle"	"Nom complet"	"No modèle"	"No client"	"Langue"	"Dernier achat/vente"	"Dern. trans."	"Début de gestion"	"Date de fermeture"	"Création"	"Marge"	"Valeur totale"
"SAMBORSKI ALMA"	"800261-GT"	"BD66"	"T - Fonds de revenu de retraite"	""	"(450) 555-6604"	"(450) 555-0922"	"0,00"	"CAD"	"Ouvert"	""	"ALMA SAMBORSKI"	""	"800261"	"Anglais"	""	"2008/11/18"	""	""	"2009/12/01"	"n/d"	"0,00"
"SAMBORSKI ALMA"	"800261-JW"	"BD66"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-6604"	"(450) 555-0922"	"0,00"	"CAD"	"Ouvert"	""	"ALMA SAMBORSKI"	""	"800261"	"Anglais"	""	"2009/01/02"	""	""	"2009/12/01"	"n/d"	"5 200,50"
"SAMBORSKI ALMA"	"800261-NA"	"BD66"	"A - Comptant"	""	"(450) 555-6604"	"(450) 555-0922"	"965,16"	"CAD"	"Ouvert"	""	"ALMA SAMBORSKI"	""	"800261"	"Anglais"	""	"2010/01/15"	""	""	"2009/12/01"	"n/d"	"231 751,31"
"SAMSON AMYN"	"800216-NA"	"AC43"	"A - Comptant"	""	"(450) 555-9953"	"(450) 555-3342"	"833 754,65"	"CAD"	"Ouvert"	""	"AMYN SAMSON"	""	"800216"	"Français"	"2009/12/10"	"2010/01/22"	""	""	"2009/12/01"	"n/d"	"12 573 299,48"
"SAMSON AMYN"	"800216-OB"	"AC43"	"A - Comptant"	""	"(450) 555-9953"	"(450) 555-3342"	"681 540,37"	"USD"	"Ouvert"	""	"AMYN SAMSON"	""	"800216"	"Français"	"2010/01/15"	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"5 529 228,66"
"SANDHU BRUNO"	"800044-RE"	"AC42"	"E - Marge couvert"	""	"(450) 555-0239"	"(450) 555-3393"	"(76 197,21)"	"CAD"	"Ouvert"	""	"BRUNO SANDHU"	""	"800044"	"Anglais"	"2009/12/09"	"2010/01/18"	""	""	"2009/12/01"	"0,00"	"362 224,79"
"SANDHU BRUNO"	"800044-SF"	"AC42"	"E - Marge couvert"	""	"(450) 555-0239"	"(450) 555-3393"	"4 545,35"	"USD"	"Ouvert"	""	"BRUNO SANDHU"	""	"800044"	"Anglais"	"2009/12/09"	"2009/12/16"	""	""	"2009/12/01"	"0,00"	"4 545,35"
"SATTLER AYAAZ"	"800257-FS"	"AC42"	"S - Régime d'épargne-retraite"	""	"(450) 555-2752"	"(450) 555-6082"	"115,21"	"CAD"	"Ouvert"	""	"AYAAZ SATTLER"	""	"800257"	"Français"	"2009/12/24"	"2010/01/04"	""	""	"2009/12/01"	"n/d"	"1 248 882,12"
"SATTLER AYAAZ"	"800257-JW"	"AC42"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-2752"	"(450) 555-6082"	"99,06"	"CAD"	"Ouvert"	""	"AYAAZ SATTLER"	""	"800257"	"Français"	""	"2010/01/15"	""	""	"2009/12/01"	"n/d"	"12 001,07"
"SATTLER AYAAZ"	"800257-RE"	"AC42"	"E - Marge couvert"	""	"(450) 555-2752"	"(450) 555-6082"	"(52 202,91)"	"CAD"	"Ouvert"	""	"AYAAZ SATTLER"	""	"800257"	"Français"	"2009/12/21"	"2010/01/25"	""	""	"2009/12/01"	"0,00"	"531 935,85"
"SAUFFERER BOYD"	"800208-NA"	"BD88"	"A - Comptant"	""	"(450) 555-7341"	"(450) 555-6194"	"12 429,65"	"CAD"	"Ouvert"	""	"BOYD SAUFFERER"	""	"800208"	"Anglais"	"2010/01/13"	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"234 731,92"
"SAYED AMANDA"	"800026-OB"	"AC44"	"A - Comptant"	""	"(450) 555-9115"	"(450) 555-8616"	"0,00"	"USD"	"Ouvert"	""	"AMANDA SAYED"	""	"800026"	"Français"	""	"2006/08/25"	""	""	"2009/12/01"	"n/d"	"0,00"
"SAYED AMANDA"	"800026-RE"	"AC44"	"E - Marge couvert"	""	"(450) 555-9115"	"(450) 555-8616"	"0,00"	"CAD"	"Ouvert"	""	"AMANDA SAYED"	""	"800026"	"Français"	""	"2008/06/23"	""	""	"2009/12/01"	"0,00"	"0,00"
"SAYEGH ACADIA"	"800025-GT"	"AC55"	"T - Fonds de revenu de retraite"	""	"(450) 555-2850"	"(450) 555-8033"	"0,00"	"CAD"	"Ouvert"	""	"ACADIA SAYEGH"	""	"800025"	"Français"	""	"2007/05/31"	""	""	"2009/12/01"	"n/d"	"0,00"
"SAYEGH ACADIA"	"800025-NA"	"AC55"	"A - Comptant"	""	"(450) 555-2850"	"(450) 555-8033"	"0,00"	"CAD"	"Ouvert"	""	"ACADIA SAYEGH"	""	"800025"	"Français"	""	"2007/07/11"	""	""	"2009/12/01"	"n/d"	"0,00"
"SCARLETT BLAIR"	"800022-HU"	"AC44"	"R - RER Immobilisé (Lock-in et CRI)"	""	"(450) 555-8806"	"(450) 555-2583"	"1 503,65"	"CAD"	"Ouvert"	""	"BLAIR SCARLETT"	""	"800022"	"Anglais"	"2010/01/06"	"2010/01/15"	""	""	"2009/12/01"	"n/d"	"399 864,27"
"SCARLETT BLAIR"	"800022-NA"	"AC44"	"A - Comptant"	""	"(450) 555-8806"	"(450) 555-2583"	"4 410,32"	"CAD"	"Ouvert"	""	"BLAIR SCARLETT"	""	"800022"	"Anglais"	""	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"207 055,78"
"SERGE ALICK"	"800211-NA"	"AC42"	"A - Comptant"	""	"(450) 555-3598"	"(450) 555-2043"	"0,00"	"CAD"	"Ouvert"	""	"ALICK SERGE"	""	"800211"	"Anglais"	""	"2003/11/05"	""	""	"2009/12/01"	"n/d"	"0,00"
"SERGE ALICK"	"800211-OB"	"AC42"	"A - Comptant"	""	"(450) 555-3598"	"(450) 555-2043"	"0,00"	"USD"	"Ouvert"	""	"ALICK SERGE"	""	"800211"	"Anglais"	""	"2003/11/25"	""	""	"2009/12/01"	"n/d"	"0,00"
"SERGE ALICK"	"800211-RE"	"AC42"	"E - Marge couvert"	""	"(450) 555-3598"	"(450) 555-2043"	"0,00"	"CAD"	"Ouvert"	""	"ALICK SERGE"	""	"800211"	"Anglais"	""	"2005/01/21"	""	""	"2009/12/01"	"0,00"	"0,00"
"SERGE ALICK"	"800211-SF"	"AC42"	"E - Marge couvert"	""	"(450) 555-3598"	"(450) 555-2043"	"0,00"	"CAD"	"Ouvert"	""	"ALICK SERGE"	""	"800211"	"Anglais"	""	"2005/01/21"	""	""	"2009/12/01"	"0,00"	"0,00"
"SERGE ALICK"	"800212-FS"	"BD88"	"S - Régime d'épargne-retraite"	""	"(450) 555-3598"	"(450) 555-2043"	"39 718,57"	"CAD"	"Ouvert"	""	"ALICK SERGE"	""	"800212"	"Anglais"	"2009/11/25"	"2010/01/15"	""	""	"2009/12/01"	"n/d"	"430 453,94"
"SERGE ALICK"	"800212-JW"	"BD88"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-3598"	"(450) 555-2043"	"86,40"	"CAD"	"Ouvert"	""	"ALICK SERGE"	""	"800212"	"Anglais"	""	"2009/02/03"	""	""	"2009/12/01"	"n/d"	"8 132,32"
"SERGE ALICK"	"800212-RE"	"BD88"	"E - Marge couvert"	""	"(450) 555-3598"	"(450) 555-2043"	"14 561,61"	"CAD"	"Ouvert"	""	"ALICK SERGE"	""	"800212"	"Anglais"	""	"2010/01/18"	""	""	"2009/12/01"	"0,00"	"229 166,26"
"SERGE ALICK"	"800212-SF"	"BD88"	"E - Marge couvert"	""	"(450) 555-3598"	"(450) 555-2043"	"(8 176,24)"	"USD"	"Ouvert"	""	"ALICK SERGE"	""	"800212"	"Anglais"	""	"2010/01/18"	""	""	"2009/12/01"	"0,00"	"19 859,83"
"SHERMANN ASSURAN"	"800242-GT"	"AC42"	"T - Fonds de revenu de retraite"	""	"(450) 555-6685"	"(450) 555-4013"	"7 584,18"	"CAD"	"Ouvert"	""	"ASSURANCE SHERMANN & FRERES (1996)"	""	"800242"	"Français"	"2010/01/14"	"2010/01/20"	""	""	"2009/12/01"	"n/d"	"342 826,58"
"SHERMANN ASSURAN"	"800242-JW"	"AC42"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-6685"	"(450) 555-4013"	"(5 318,26)"	"CAD"	"Ouvert"	""	"ASSURANCE SHERMANN & FRERES (1996)"	""	"800242"	"Français"	"2010/01/20"	"2010/01/20"	""	""	"2009/12/01"	"n/d"	"10 806,90"
"SHERMANN ASSURAN"	"800242-RE"	"AC42"	"E - Marge couvert"	""	"(450) 555-6685"	"(450) 555-4013"	"96,78"	"CAD"	"Ouvert"	""	"ASSURANCE SHERMANN & FRERES (1996)"	""	"800242"	"Français"	"2010/01/20"	"2010/01/20"	""	""	"2009/12/01"	"0,00"	"242 878,26"
"SIDDALL BOUDRIAS"	"800015-NA"	"AC44"	"A - Comptant"	""	"(450) 555-3117"	"(450) 555-9586"	"0,00"	"CAD"	"Ouvert"	""	"BOUDRIAS SIDDALL"	""	"800015"	"Anglais"	""	"2009/04/02"	""	""	"2009/12/01"	"n/d"	"0,00"
"SIDDALL BOUDRIAS"	"800015-OB"	"AC44"	"A - Comptant"	""	"(450) 555-3117"	"(450) 555-9586"	"0,00"	"USD"	"Ouvert"	""	"BOUDRIAS SIDDALL"	""	"800015"	"Anglais"	""	"2009/04/28"	""	""	"2009/12/01"	"n/d"	"0,00"
"SIDDALL BOUDRIAS"	"800015-RE"	"AC44"	"E - Marge couvert"	""	"(450) 555-3117"	"(450) 555-9586"	"0,00"	"CAD"	"Ouvert"	""	"BOUDRIAS SIDDALL"	""	"800015"	"Anglais"	""	"2009/04/02"	""	""	"2009/12/01"	"0,00"	"0,00"
"SIDDALL BOUDRIAS"	"800015-SF"	"AC44"	"E - Marge couvert"	""	"(450) 555-3117"	"(450) 555-9586"	"0,00"	"USD"	"Ouvert"	""	"BOUDRIAS SIDDALL"	""	"800015"	"Anglais"	""	"2009/04/15"	""	""	"2009/12/01"	"0,00"	"0,00"
"SIMARD AUGUSTINE"	"800070-FS"	"BD88"	"S - Régime d'épargne-retraite"	""	"(450) 555-1061"	"(450) 555-6970"	"0,00"	"CAD"	"Ouvert"	""	"AUGUSTINE SIMARD"	""	"800070"	"Français"	""	"1995/06/16"	""	""	"2009/12/01"	"n/d"	"0,00"
"SINAGRA AILLEEN"	"800266-FS"	"BD77"	"S - Régime d'épargne-retraite"	""	"(450) 555-0496"	"(450) 555-2389"	"184,78"	"CAD"	"Ouvert"	""	"AILLEEN SINAGRA"	""	"800266"	"Français"	"2009/12/22"	"2009/12/29"	""	""	"2009/12/01"	"n/d"	"438 654,19"
"SINAGRA AILLEEN"	"800266-JW"	"BD77"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-0496"	"(450) 555-2389"	"0,00"	"CAD"	"Ouvert"	""	"AILLEEN SINAGRA"	""	"800266"	"Français"	""	""	""	""	"2009/12/01"	"n/d"	"0,00"
"SINAGRA AILLEEN"	"800266-LV"	"BD77"	"N -"	""	"(450) 555-0496"	"(450) 555-2389"	"79,78"	"CAD"	"Ouvert"	""	"AILLEEN SINAGRA"	""	"800266"	"Français"	""	"2009/12/31"	""	""	"2009/12/01"	"n/d"	"209 116,86"
"SINAGRA AILLEEN"	"800266-RE"	"BD77"	"E - Marge couvert"	""	"(450) 555-0496"	"(450) 555-2389"	"0,55"	"CAD"	"Ouvert"	""	"AILLEEN SINAGRA"	""	"800266"	"Français"	"2010/01/22"	"2010/01/22"	""	""	"2009/12/01"	"0,00"	"174 331,65"
"SINNAEVE CANARDS"	"800233-FS"	"BD88"	"S - Régime d'épargne-retraite"	""	"(450) 555-8821"	"(450) 555-0001"	"0,00"	"CAD"	"Ouvert"	""	"CANARDS SINNAEVE"	""	"800233"	"Français"	""	"2006/12/07"	""	""	"2009/12/01"	"n/d"	"0,00"
"SINNAEVE CANARDS"	"800233-GT"	"BD88"	"T - Fonds de revenu de retraite"	""	"(450) 555-8821"	"(450) 555-0001"	"1 958,30"	"CAD"	"Ouvert"	""	"CANARDS SINNAEVE"	""	"800233"	"Français"	""	"2010/01/07"	""	""	"2009/12/01"	"n/d"	"237 032,68"
"SINNAEVE CANARDS"	"800233-NA"	"BD88"	"A - Comptant"	""	"(450) 555-8821"	"(450) 555-0001"	"2 437,58"	"CAD"	"Ouvert"	""	"CANARDS SINNAEVE"	""	"800233"	"Français"	"2009/12/09"	"2010/01/18"	""	""	"2009/12/01"	"n/d"	"989 753,83"
"SKRUNDZ BEAUDOIN"	"800054-FS"	"BD88"	"S - Régime d'épargne-retraite"	""	"(450) 555-2656"	"(450) 555-2488"	"16 845,54"	"CAD"	"Ouvert"	""	"276 184 275"	""	"800054"	"Français"	"2010/01/05"	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"293 587,61"
"SKRUNDZ BEAUDOIN"	"800054-JJ"	"BD88"	"J -"	""	"(450) 555-2656"	"(450) 555-2488"	"0,00"	"CAD"	"Ouvert"	""	"276 184 275"	""	"800054"	"Français"	""	"2010/01/21"	""	""	"2009/12/01"	"n/d"	"0,00"
"SKRUNDZ BEAUDOIN"	"800054-JW"	"BD88"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-2656"	"(450) 555-2488"	"0,00"	"CAD"	"Ouvert"	""	"276 184 275"	""	"800054"	"Français"	""	"2009/12/31"	""	""	"2009/12/01"	"n/d"	"6 161,46"
"SKRUNDZ BEAUDOIN"	"800054-RE"	"BD88"	"E - Marge couvert"	""	"(450) 555-2656"	"(450) 555-2488"	"0,00"	"CAD"	"Ouvert"	""	"276 184 275"	""	"800054"	"Français"	""	"2010/01/08"	""	""	"2009/12/01"	"0,00"	"153 325,24"
"STANTON CELINE"	"800005-GT"	"AC42"	"T - Fonds de revenu de retraite"	""	"(450) 555-1520"	"(450) 555-9455"	"0,00"	"CAD"	"Ouvert"	""	"CELINE STANTON"	""	"800005"	"Français"	""	"2009/12/01"	""	""	"2009/12/01"	"n/d"	"(6 788,43)"
"STANTON CELINE"	"800005-RE"	"AC42"	"E - Marge couvert"	""	"(450) 555-1520"	"(450) 555-9455"	"0,00"	"CAD"	"Ouvert"	""	"CELINE STANTON"	""	"800005"	"Français"	""	"2009/04/13"	""	""	"2009/12/01"	"0,00"	"0,00"
"STANTON CELINE"	"800005-SF"	"AC42"	"E - Marge couvert"	""	"(450) 555-1520"	"(450) 555-9455"	"0,00"	"USD"	"Ouvert"	""	"CELINE STANTON"	""	"800005"	"Français"	""	"2009/12/01"	""	""	"2009/12/01"	"0,00"	"(60 171,90)"
"STEADWARD ANTOIN"	"800067-NA"	"BD66"	"A - Comptant"	""	"(450) 555-5536"	"(450) 555-6424"	"120,06"	"CAD"	"Ouvert"	""	"ANTOINETTA STEADWARD"	""	"800067"	"Français"	""	"2010/01/04"	""	""	"2009/12/01"	"n/d"	"120,06"
"STEADWARD ANTOIN"	"800067-OB"	"BD66"	"A - Comptant"	""	"(450) 555-5536"	"(450) 555-6424"	"1 523,77"	"USD"	"Ouvert"	""	"ANTOINETTA STEADWARD"	""	"800067"	"Français"	"2010/01/25"	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"125 262,54"
"STEADWARD ANTOIN"	"800067-RE"	"BD66"	"E - Marge couvert"	""	"(450) 555-5536"	"(450) 555-6424"	"10 723,72"	"CAD"	"Ouvert"	""	"ANTOINETTA STEADWARD"	""	"800067"	"Français"	"2010/01/12"	"2010/01/25"	""	""	"2009/12/01"	"0,00"	"3 186 738,71"
"STEADWARD ANTOIN"	"800067-SF"	"BD66"	"E - Marge couvert"	""	"(450) 555-5536"	"(450) 555-6424"	"3 453,39"	"USD"	"Ouvert"	""	"ANTOINETTA STEADWARD"	""	"800067"	"Français"	"2009/12/18"	"2010/01/25"	""	""	"2009/12/01"	"0,00"	"79 844,98"
"STEELE AGGIE"	"800000-GT"	"AC42"	"T - Fonds de revenu de retraite"	""	"(450) 555-8918"	"(450) 555-7645"	"0,00"	"CAD"	"Ouvert"	""	"AGGIE STEELE"	""	"800000"	"Français"	""	"2008/08/14"	""	""	"2009/12/01"	"n/d"	"0,00"
"STEELE AGGIE"	"800000-JJ"	"AC42"	"J -"	""	"(450) 555-8918"	"(450) 555-7645"	"50,00"	"CAD"	"Ouvert"	""	"AGGIE STEELE"	""	"800000"	"Français"	""	"2010/01/21"	""	""	"2009/12/01"	"n/d"	"50,00"
"STEELE AGGIE"	"800000-LY"	"AC42"	"Y - Rente viagère"	""	"(450) 555-8918"	"(450) 555-7645"	"0,00"	"CAD"	"Ouvert"	""	"AGGIE STEELE"	""	"800000"	"Français"	""	"2009/02/18"	""	""	"2009/12/01"	"n/d"	"0,00"
"STEELE AGGIE"	"800000-NA"	"AC42"	"A - Comptant"	""	"(450) 555-8918"	"(450) 555-7645"	"0,00"	"CAD"	"Ouvert"	""	"AGGIE STEELE"	""	"800000"	"Français"	""	"2009/11/19"	""	""	"2009/12/01"	"n/d"	"139 914,11"
"STUART CARTERS"	"800262-FS"	"BD66"	"S - Régime d'épargne-retraite"	""	"(450) 555-5369"	"(450) 555-2378"	"2 029,02"	"CAD"	"Ouvert"	""	"CARTERS STUART"	""	"800262"	"Anglais"	""	"2010/01/15"	""	""	"2009/12/01"	"n/d"	"219 763,49"
"STUART CARTERS"	"800262-JW"	"BD66"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-5369"	"(450) 555-2378"	"5 094,86"	"CAD"	"Ouvert"	""	"CARTERS STUART"	""	"800262"	"Anglais"	""	"2010/01/08"	""	""	"2009/12/01"	"n/d"	"10 159,16"
"STUART CARTERS"	"800262-RE"	"BD66"	"E - Marge couvert"	""	"(450) 555-5369"	"(450) 555-2378"	"11 925,24"	"CAD"	"Ouvert"	""	"CARTERS STUART"	""	"800262"	"Anglais"	"2010/01/18"	"2010/01/18"	""	""	"2009/12/01"	"0,00"	"251 962,30"
"STUART CARTERS"	"800262-SF"	"BD66"	"E - Marge couvert"	""	"(450) 555-5369"	"(450) 555-2378"	"3 504,86"	"USD"	"Ouvert"	""	"CARTERS STUART"	""	"800262"	"Anglais"	""	"2009/10/09"	""	""	"2009/12/01"	"0,00"	"3 504,86"
"SWAN BELLA"	"800290-FS"	"BD66"	"S - Régime d'épargne-retraite"	""	"(416) 667-7654"	"(416) 667-7698"	"0,00"	"CAD"	"Ouvert"	""	"BELLA SWAN"	""	"800290"	"Anglais"	""	"2004/04/16"	""	""	"2009/12/01"	"n/d"	"0,00"
"SWAN BELLA"	"800290-GT"	"BD66"	"T - Fonds de revenu de retraite"	""	"(416) 667-7654"	"(416) 667-7698"	"542,89"	"CAD"	"Ouvert"	""	"BELLA SWAN"	""	"800290"	"Anglais"	"2009/12/15"	"2009/12/31"	""	""	"2009/12/01"	"n/d"	"163 884,59"
"SWAN BELLA"	"800290-JW"	"BD66"	"W - Fonds de revenus de retraite - Conjoint"	""	"(416) 667-7654"	"(416) 667-7698"	"8 683,94"	"CAD"	"Ouvert"	""	"BELLA SWAN"	""	"800290"	"Anglais"	"2009/12/16"	"2010/01/04"	""	""	"2009/12/01"	"n/d"	"10 742,72"
"SWAN BELLA"	"800290-NA"	"BD66"	"A - Comptant"	""	"(416) 667-7654"	"(416) 667-7698"	"1 279,03"	"CAD"	"Ouvert"	""	"BELLA SWAN"	""	"800290"	"Anglais"	""	"2010/01/15"	""	""	"2009/12/01"	"n/d"	"227 421,11"
"SWAN BELLA"	"800290-OB"	"BD66"	"A - Comptant"	""	"(416) 667-7654"	"(416) 667-7698"	"0,00"	"USD"	"Ouvert"	""	"BELLA SWAN"	""	"800290"	"Anglais"	""	"2003/01/28"	""	""	"2009/12/01"	"n/d"	"0,00"
"TABAK BERANGERE"	"800248-NA"	"BD88"	"A - Comptant"	""	"(450) 555-1478"	"(450) 555-9149"	"92 145,40"	"CAD"	"Ouvert"	""	"BERANGERE TABAK"	""	"800248"	"Français"	""	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"381 107,30"
"TABAK BERANGERE"	"800248-OB"	"BD88"	"A - Comptant"	""	"(450) 555-1478"	"(450) 555-9149"	"35 615,77"	"USD"	"Ouvert"	""	"BERANGERE TABAK"	""	"800248"	"Français"	""	"2010/01/11"	""	""	"2009/12/01"	"n/d"	"546 355,07"
"TODOR ALARIE"	"800286-FS"	"AC42"	"S - Régime d'épargne-retraite"	""	"(450) 555-4812"	"(450) 555-2241"	"2 495,10"	"CAD"	"Ouvert"	""	"ALARIE TODOR"	""	"800286"	"Français"	"2009/12/07"	"2010/01/22"	""	""	"2009/12/01"	"n/d"	"686 165,31"
"TODOR ALARIE"	"800286-JW"	"AC42"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-4812"	"(450) 555-2241"	"174,65"	"CAD"	"Ouvert"	""	"ALARIE TODOR"	""	"800286"	"Français"	""	"2009/12/31"	""	""	"2009/12/01"	"n/d"	"7 255,15"
"TODOR ALARIE"	"800286-NA"	"AC42"	"A - Comptant"	""	"(450) 555-4812"	"(450) 555-2241"	"0,00"	"CAD"	"Ouvert"	""	"ALARIE TODOR"	""	"800286"	"Français"	""	"2008/03/05"	""	""	"2009/12/01"	"n/d"	"0,00"
"TODOR ALARIE"	"800286-OB"	"AC42"	"A - Comptant"	""	"(450) 555-4812"	"(450) 555-2241"	"0,00"	"USD"	"Ouvert"	""	"ALARIE TODOR"	""	"800286"	"Français"	""	"2008/02/25"	""	""	"2009/12/01"	"n/d"	"0,00"
"TODOR ALARIE"	"800286-RE"	"AC42"	"E - Marge couvert"	""	"(450) 555-4812"	"(450) 555-2241"	"1 206,81"	"CAD"	"Ouvert"	""	"ALARIE TODOR"	""	"800286"	"Français"	"2009/12/04"	"2009/12/31"	""	""	"2009/12/01"	"0,00"	"186 552,21"
"TODOR ALARIE"	"800286-SF"	"AC42"	"E - Marge couvert"	""	"(450) 555-4812"	"(450) 555-2241"	"281,06"	"USD"	"Ouvert"	""	"ALARIE TODOR"	""	"800286"	"Français"	""	"2010/01/08"	""	""	"2009/12/01"	"0,00"	"221 676,46"
"TON ANNEMARIE"	"800040-FS"	"AC55"	"S - Régime d'épargne-retraite"	""	"(450) 555-3915"	"(450) 555-5535"	"15 489,60"	"CAD"	"Ouvert"	""	"ANNEMARIE TON"	""	"800040"	"Anglais"	"2009/12/16"	"2010/01/20"	""	""	"2009/12/01"	"n/d"	"557 555,51"
"TON ANNEMARIE"	"800040-RE"	"AC55"	"E - Marge couvert"	""	"(450) 555-3915"	"(450) 555-5535"	"16 048,24"	"CAD"	"Ouvert"	""	"ANNEMARIE TON"	""	"800040"	"Anglais"	"2009/12/16"	"2010/01/22"	""	""	"2009/12/01"	"0,00"	"671 647,02"
"TREMBLAY CHINDA"	"800084-NA"	"BD77"	"A - Comptant"	""	"(450) 555-3915"	"(450) 555-8506"	"8 464,67"	"CAD"	"Ouvert"	""	"CHINDA TREMBLAY"	""	"800084"	"Anglais"	"2009/12/16"	"2010/01/07"	""	""	"2009/12/01"	"n/d"	"2 598 428,87"
"TREMBLAY CHINDA"	"800084-OB"	"BD77"	"A - Comptant"	""	"(450) 555-3915"	"(450) 555-8506"	"680,19"	"USD"	"Ouvert"	""	"CHINDA TREMBLAY"	""	"800084"	"Anglais"	""	"2009/11/30"	""	""	"2009/12/01"	"n/d"	"680,19"
"TREN CIARAN"	"800278-RE"	"AC42"	"E - Marge couvert"	""	"(450) 555-2487"	"(450) 555-7833"	"15 972,50"	"CAD"	"Ouvert"	""	"CIARAN TREN"	""	"800278"	"Français"	"2010/01/20"	"2010/01/25"	""	""	"2009/12/01"	"0,00"	"269 429,54"
"TRUEMAN AMARJIT"	"800236-GT"	"BD66"	"T - Fonds de revenu de retraite"	""	"(450) 555-9212"	"(450) 555-9276"	"829,74"	"CAD"	"Ouvert"	""	"AMARJIT TRUEMAN"	""	"800236"	"Français"	""	"2010/01/15"	""	""	"2009/12/01"	"n/d"	"162 436,61"
"TRUEMAN AMARJIT"	"800236-JJ"	"BD66"	"J -"	""	"(450) 555-9212"	"(450) 555-9276"	"3 739,67"	"CAD"	"Ouvert"	""	"AMARJIT TRUEMAN"	""	"800236"	"Français"	""	"2010/01/22"	""	""	"2009/12/01"	"n/d"	"3 739,67"
"TRUEMAN AMARJIT"	"800236-NA"	"BD66"	"A - Comptant"	""	"(450) 555-9212"	"(450) 555-9276"	"95 476,03"	"CAD"	"Ouvert"	""	"AMARJIT TRUEMAN"	""	"800236"	"Français"	""	"2010/01/18"	""	""	"2009/12/01"	"n/d"	"922 332,15"
"TRUEMAN AMARJIT"	"800236-OB"	"BD66"	"A - Comptant"	""	"(450) 555-9212"	"(450) 555-9276"	"10 647,24"	"USD"	"Ouvert"	""	"AMARJIT TRUEMAN"	""	"800236"	"Français"	""	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"79 097,61"
"TRXIONS FONDS CI"	"300011-NA"	"BD88"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"21 400,00"	"CAD"	"Ouvert"	""	"TRXIONS FONDS CIBC"	""	"300011"	"Français"	"2009/10/23"	"2010/01/25"	""	""	"2010/01/25"	"n/d"	"50 780,60"
"TRXIONS WEEKEND"	"300015-NA"	"BD88"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"3 292,60"	"CAD"	"Ouvert"	""	"TRXIONS WEEKEND"	""	"300015"	"Français"	"2009/07/08"	"2010/01/25"	""	""	"2010/01/25"	"n/d"	"22 377,60"
"VALIDATION CR"	"300014-NA"	"BD88"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"26 764,47"	"CAD"	"Ouvert"	""	"VALIDATION CR"	""	"300014"	"Français"	"2010/01/22"	"2010/01/25"	""	""	"2010/01/25"	"n/d"	"148 844,81"
"VALIDATIONS CALC"	"300001-NA"	"BD88"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"105 843,52"	"CAD"	"Ouvert"	""	"VALIDATIONS CALCULS"	""	"300001"	"Français"	"2010/01/25"	"2010/01/25"	""	""	"2010/01/25"	"n/d"	"522 266,81"
"VALIDATIONS CALC"	"300008-NA"	"BD88"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"49 951,27"	"CAD"	"Ouvert"	""	"VALIDATIONS CALCULS"	""	"300008"	"Français"	"2010/01/22"	"2010/01/25"	""	""	"2010/01/25"	"n/d"	"149 707,76"
"VALIDATIONS SEPA"	"300002-NA"	"BD88"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"95 922,40"	"CAD"	"Ouvert"	""	"VALIDATIONS SEPARATION LOT"	""	"300002"	"Français"	"2010/01/20"	"2010/01/25"	""	""	"2010/01/25"	"n/d"	"248 176,06"
"VALIDATIONS SEPA"	"300002-OB"	"BD88"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"89 929,28"	"USD"	"Ouvert"	""	"VALIDATIONS SEPARATION LOT"	""	"300002"	"Français"	"2010/01/21"	"2010/01/25"	""	""	"2010/01/25"	"n/d"	"232 882,80"
"VILLENEUVE GILLE"	"800264-FS"	"BD66"	"S - Régime d'épargne-retraite"	""	"(450) 555-7022"	"(450) 555-6707"	"1 655,86"	"CAD"	"Ouvert"	""	"GILLES VILLENEUVE"	""	"800264"	"Français"	"2009/12/14"	"2010/01/18"	""	""	"2009/12/01"	"n/d"	"407 250,82"
