"No compte"	"Type"	"Régime"	"Téléphone 1"	"Téléphone 2"	"Solde"	"Devise"	"Feuille F"	"Statut"	"Segments"	"Réserves"	"Nom modèle"	"Nom complet"	"No modèle"	"No client"	"Montant retrait 2"	"Montant retrait 1"	"Langue"	"Fréquence retrait 2"	"Fréquence retrait 1"	"Dernier achat/vente"	"Dern. trans."	"Début fréq. retrait 2"	"Début fréq. retrait 1"	"Début de gestion"	"Date de fermeture"	"Création"	"Compte conjoint"	"Marge"	"Valeur totale"	"Nom"
"800201-GT"	"T - Fonds de revenu de retraite"	""	"(450) 555-7515"	"(450) 555-1014"	"1 260,05"	"CAD"	""	"Ouvert"	"Non"	""	""	"BRUCE MURDOCK"	""	"800201"	"n/d"	"n/d"	"Français"			""	"2010/01/14"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"73 332,75"	"MURDOCK BRUCE"
"800201-NA"	"A - Comptant"	""	"(450) 555-7515"	"(450) 555-1014"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"BRUCE MURDOCK"	""	"800201"	"n/d"	"n/d"	"Français"			""	"2003/01/16"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"MURDOCK BRUCE"
"800206-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-7763"	"(450) 555-0545"	"2 193,73"	"CAD"	""	"Ouvert"	"Non"	""	""	"ANNU MUTCHMORE"	""	"800206"	"n/d"	"n/d"	"Français"			""	"2010/01/12"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"367 362,10"	"MUTCHMORE ANNU"
"800206-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-7763"	"(450) 555-0545"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"ANNU MUTCHMORE"	""	"800206"	"n/d"	"n/d"	"Français"			""	"2009/12/18"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"5 553,09"	"MUTCHMORE ANNU"
"800206-NA"	"A - Comptant"	""	"(450) 555-7763"	"(450) 555-0545"	"2 792,81"	"CAD"	""	"Ouvert"	"Non"	""	""	"ANNU MUTCHMORE"	""	"800206"	"n/d"	"n/d"	"Français"			""	"2010/01/19"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"690 030,18"	"MUTCHMORE ANNU"
"800206-RE"	"E - Marge couvert"	""	"(450) 555-7763"	"(450) 555-0545"	"4 150,24"	"CAD"	""	"Ouvert"	"Non"	""	""	"ANNU MUTCHMORE"	""	"800206"	"n/d"	"n/d"	"Français"			""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"73 148,82"	"MUTCHMORE ANNU"
"800083-FS"	"S - Régime d'épargne-retraite"	""	"450 6626101B"	"1234567890"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"ANTOINETTE NEILL"	""	"800083"	"n/d"	"n/d"	"Français"			""	"2002/12/31"	""	""	""	""	"2009/01/01"	"Oui"	"n/d"	"0,00"	"NEILL ANTOINETTE"
"800083-GT"	"T - Fonds de revenu de retraite"	""	"450 6626101B"	"1234567890"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"ANTOINETTE NEILL"	""	"800083"	"n/d"	"n/d"	"Français"			""	"2009/07/27"	""	""	""	""	"2009/01/01"	"Oui"	"n/d"	"0,00"	"NEILL ANTOINETTE"
"800083-NA"	"A - Comptant"	""	"450 6626101B"	"1234567890"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"ANTOINETTE NEILL"	""	"800083"	"n/d"	"n/d"	"Français"			""	"2009/09/10"	""	""	""	""	"2009/01/01"	"Oui"	"n/d"	"0,00"	"NEILL ANTOINETTE"
"800083-OB"	"A - Comptant"	""	"450 6626101B"	"1234567890"	"0,00"	"USD"	""	"Ouvert"	"Non"	""	""	"ANTOINETTE NEILL"	""	"800083"	"n/d"	"n/d"	"Français"			""	"2004/03/26"	""	""	""	""	"2009/01/01"	"Oui"	"n/d"	"0,00"	"NEILL ANTOINETTE"
"800082-DQ"	"Q - Régime d'épargne-actions"	""	"450 6626101B"	"1234567890"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"BENNETT NEVINS"	""	"800082"	"n/d"	"n/d"	"Français"			""	"2007/11/07"	""	""	""	""	"2009/01/01"	"Oui"	"0,00"	"0,00"	"NEVINS BENNETT"
"800082-FS"	"S - Régime d'épargne-retraite"	""	"450 6626101B"	"1234567890"	"12 919,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"BENNETT NEVINS"	""	"800082"	"n/d"	"n/d"	"Français"			""	"2010/01/25"	""	""	""	""	"1992/03/11"	"Oui"	"n/d"	"93 854,05"	"NEVINS BENNETT"
"800082-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"450 6626101B"	"1234567890"	"0,94"	"CAD"	""	"Ouvert"	"Non"	""	""	"BENNETT NEVINS"	""	"800082"	"n/d"	"n/d"	"Français"			""	"2010/01/22"	""	""	""	""	"2009/01/01"	"Oui"	"n/d"	"9 945,75"	"NEVINS BENNETT"
"800082-NA"	"A - Comptant"	""	"450 6626101B"	"1234567890"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"BENNETT NEVINS"	""	"800082"	"n/d"	"n/d"	"Français"			""	"2004/08/06"	""	""	""	""	"2009/01/01"	"Oui"	"n/d"	"0,00"	"NEVINS BENNETT"
"800082-OB"	"A - Comptant"	""	"450 6626101B"	"1234567890"	"0,00"	"USD"	""	"Ouvert"	"Non"	""	""	"BENNETT NEVINS"	""	"800082"	"n/d"	"n/d"	"Français"			""	"2004/08/16"	""	""	""	""	"2009/01/01"	"Oui"	"n/d"	"0,00"	"NEVINS BENNETT"
"800082-RE"	"E - Marge couvert"	""	"450 6626101B"	"1234567890"	"74 399,78"	"CAD"	""	"Ouvert"	"Non"	""	""	"BENNETT NEVINS"	""	"800082"	"n/d"	"n/d"	"Français"			"2010/01/25"	"2010/01/25"	""	""	""	""	"2004/07/15"	"Oui"	"0,00"	"1 449 784,03"	"NEVINS BENNETT"
"800082-SF"	"E - Marge couvert"	""	"450 6626101B"	"1234567890"	"5 647,34"	"USD"	""	"Ouvert"	"Non"	""	""	"BENNETT NEVINS"	""	"800082"	"n/d"	"n/d"	"Français"			"2010/01/25"	"2010/01/25"	""	""	""	""	"2004/07/15"	"Oui"	"0,00"	"415 172,61"	"NEVINS BENNETT"
"800082-VL"	"A - Comptant"	""	"450 6626101B"	"1234567890"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"BENNETT NEVINS"	""	"800082"	"n/d"	"n/d"	"Français"			""	""	""	""	""	""	"2009/01/01"	"Oui"	"n/d"	"0,00"	"NEVINS BENNETT"
"800029-GT"	"T - Fonds de revenu de retraite"	""	"(450) 555-5750"	"(450) 555-8918"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"AQUARIUS NOEL"	""	"800029"	"n/d"	"n/d"	"Français"			""	"2007/10/24"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"NOEL AQUARIUS"
"800029-NA"	"A - Comptant"	""	"(450) 555-5750"	"(450) 555-8918"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"AQUARIUS NOEL"	""	"800029"	"n/d"	"n/d"	"Français"			""	"2007/10/24"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"NOEL AQUARIUS"
"800029-OB"	"A - Comptant"	""	"(450) 555-5750"	"(450) 555-8918"	"0,00"	"USD"	""	"Ouvert"	"Non"	""	""	"AQUARIUS NOEL"	""	"800029"	"n/d"	"n/d"	"Français"			""	"2007/10/01"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"NOEL AQUARIUS"
"800019-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-5925"	"(450) 555-9762"	"2 903,15"	"CAD"	""	"Ouvert"	"Non"	""	""	"CHERYL NOLAN"	""	"800019"	"n/d"	"n/d"	"Anglais"			""	"2010/01/20"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"67 336,48"	"NOLAN CHERYL"
"800019-HU"	"R - RER Immobilisé (Lock-in et CRI)"	""	"(450) 555-5925"	"(450) 555-9762"	"1 615,14"	"CAD"	""	"Ouvert"	"Non"	""	""	"CHERYL NOLAN"	""	"800019"	"n/d"	"n/d"	"Anglais"			""	"2010/01/15"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"92 279,14"	"NOLAN CHERYL"
"800019-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-5925"	"(450) 555-9762"	"5 000,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"CHERYL NOLAN"	""	"800019"	"n/d"	"n/d"	"Anglais"			""	"2010/01/20"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"11 631,77"	"NOLAN CHERYL"
"800043-RE"	"E - Marge couvert"	""	"4507742741"	""	"19 163,08"	"CAD"	""	"Ouvert"	"Non"	""	""	"ADRESSE OLEKSIEW"	""	"800043"	"n/d"	"n/d"	"Français"			""	"2010/01/22"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"502 689,13"	"OLEKSIEW ADRESSE"
"800043-SF"	"E - Marge couvert"	""	"4507742741"	""	"4 310,85"	"USD"	""	"Ouvert"	"Non"	""	""	"ADRESSE OLEKSIEW"	""	"800043"	"n/d"	"n/d"	"Français"			""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"103 716,45"	"OLEKSIEW ADRESSE"
"800256-GT"	"T - Fonds de revenu de retraite"	""	"(450) 555-9118"	"(450) 555-4215"	"382,07"	"CAD"	""	"Ouvert"	"Non"	""	""	"ADMAX ORLEAN"	""	"800256"	"n/d"	"n/d"	"Français"			""	"2010/01/18"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"221 788,26"	"ORLEAN ADMAX"
"800256-NA"	"A - Comptant"	""	"(450) 555-9118"	"(450) 555-4215"	"16 028,35"	"CAD"	""	"Ouvert"	"Non"	""	""	"ADMAX ORLEAN"	""	"800256"	"n/d"	"n/d"	"Français"			""	"2010/01/18"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"890 825,53"	"ORLEAN ADMAX"
"800074-RE"	"E - Marge couvert"	""	"(450) 555-4709"	"(450) 555-0767"	"4 250,44"	"CAD"	""	"Ouvert"	"Non"	""	""	"ALEXANDRIA OSER"	""	"800074"	"n/d"	"n/d"	"Français"			""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"987 236,98"	"OSER ALEXANDRIA"
"800074-SF"	"E - Marge couvert"	"00k000001230"	"(450) 555-4709"	"(450) 555-0767"	"2 745,40"	"USD"	""	"Ouvert"	"Non"	""	""	"ALEXANDRIA OSER"	""	"800074"	"n/d"	"n/d"	"Français"			""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"140 485,73"	"OSER ALEXANDRIA"
"800065-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-6425"	"(450) 555-1325"	"3 214,10"	"CAD"	""	"Ouvert"	"Non"	""	""	"ALDO PILOTE"	""	"800065"	"n/d"	"n/d"	"Français"			""	"2009/12/15"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"140 650,23"	"PILOTE ALDO"
"800065-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-6425"	"(450) 555-1325"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"ALDO PILOTE"	""	"800065"	"n/d"	"n/d"	"Français"			""	"2009/01/21"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"5 206,75"	"PILOTE ALDO"
"800065-NA"	"A - Comptant"	""	"(450) 555-6425"	"(450) 555-1325"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"ALDO PILOTE"	""	"800065"	"n/d"	"n/d"	"Français"			""	"2009/12/16"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"PILOTE ALDO"
"800210-DQ"	"Q - Régime d'épargne-actions"	""	"(450) 555-4476"	"(450) 555-9713"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"CATHARINA PINARD"	""	"800210"	"n/d"	"n/d"	"Anglais"			""	"2006/01/10"	""	""	"2009/01/01"	""	"2009/01/01"	"Oui"	"0,00"	"0,00"	"PINARD CATHARINA"
"800210-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-4476"	"(450) 555-9713"	"2 873,35"	"CAD"	""	"Ouvert"	"Non"	""	""	"CATHARINA PINARD"	""	"800210"	"n/d"	"n/d"	"Anglais"			""	"2010/01/25"	""	""	"2009/01/01"	""	"2009/01/01"	"Oui"	"n/d"	"557 872,28"	"PINARD CATHARINA"
"800210-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-4476"	"(450) 555-9713"	"70,22"	"CAD"	""	"Ouvert"	"Non"	""	""	"CATHARINA PINARD"	""	"800210"	"n/d"	"n/d"	"Anglais"			""	"2010/01/13"	""	""	"2009/01/01"	""	"2009/01/01"	"Oui"	"n/d"	"9 555,99"	"PINARD CATHARINA"
"800210-RE"	"E - Marge couvert"	""	"(450) 555-4476"	"(450) 555-9713"	"2 283,28"	"CAD"	""	"Ouvert"	"Non"	""	""	"CATHARINA PINARD"	""	"800210"	"n/d"	"n/d"	"Anglais"			""	"2010/01/19"	""	""	"2009/01/01"	""	"2009/01/01"	"Oui"	"0,00"	"294 247,97"	"PINARD CATHARINA"
"800210-SF"	"E - Marge couvert"	""	"(450) 555-4476"	"(450) 555-9713"	"4 021,67"	"CAD"	""	"Ouvert"	"Non"	""	""	"CATHARINA PINARD"	""	"800210"	"n/d"	"n/d"	"Anglais"			""	"2010/01/06"	""	""	"2009/01/01"	""	"2009/01/01"	"Oui"	"0,00"	"19 948,14"	"PINARD CATHARINA"
"800210-VL"	"L -"	""	"(450) 555-4476"	"(450) 555-9713"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"CATHARINA PINARD"	""	"800210"	"n/d"	"n/d"	"Anglais"			""	"2005/01/11"	""	""	"2009/01/01"	""	"2009/01/01"	"Oui"	"n/d"	"0,00"	"PINARD CATHARINA"
"800073-GT"	"T - Fonds de revenu de retraite"	""	"(450) 555-2637"	"(450) 555-4621"	"793,74"	"CAD"	""	"Ouvert"	"Non"	""	""	"CHARTIER PLATINE"	""	"800073"	"n/d"	"n/d"	"Français"			""	"2009/12/11"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"115 440,96"	"PLATINE CHARTIER"
"800073-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-2637"	"(450) 555-4621"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"CHARTIER PLATINE"	""	"800073"	"n/d"	"n/d"	"Français"			""	"2009/01/30"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"5 272,88"	"PLATINE CHARTIER"
"800073-NA"	"A - Comptant"	""	"(450) 555-2637"	"(450) 555-4621"	"12 942,57"	"CAD"	""	"Ouvert"	"Non"	""	""	"CHARTIER PLATINE"	""	"800073"	"n/d"	"n/d"	"Français"			""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"826 372,59"	"PLATINE CHARTIER"
"800064-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-1464"	"(450) 555-9510"	"0,44"	"CAD"	""	"Ouvert"	"Non"	""	""	"BENNY POLOMSKI"	""	"800064"	"n/d"	"n/d"	"Français"			""	"2010/01/18"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"237 683,20"	"POLOMSKI BENNY"
"800064-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-1464"	"(450) 555-9510"	"1,08"	"CAD"	""	"Ouvert"	"Non"	""	""	"BENNY POLOMSKI"	""	"800064"	"n/d"	"n/d"	"Français"			""	"2010/01/11"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"10 100,92"	"POLOMSKI BENNY"
"800064-RE"	"E - Marge couvert"	""	"(450) 555-1464"	"(450) 555-9510"	"(15 710,69)"	"CAD"	""	"Ouvert"	"Non"	""	""	"BENNY POLOMSKI"	""	"800064"	"n/d"	"n/d"	"Français"			""	"2010/01/21"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"843 181,60"	"POLOMSKI BENNY"
"800035-HU"	"R - RER Immobilisé (Lock-in et CRI)"	""	""	""	"5 572,69"	"CAD"	""	"Ouvert"	"Non"	""	""	"ADAMS POTYONDY"	""	"800035"	"n/d"	"n/d"	"Français"			""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"601 384,91"	"POTYONDY ADAMS"
"800035-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	""	""	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"ADAMS POTYONDY"	""	"800035"	"n/d"	"n/d"	"Français"			""	"2010/01/20"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"9 946,98"	"POTYONDY ADAMS"
"800035-NA"	"A - Comptant"	""	""	""	"88,02"	"CAD"	""	"Ouvert"	"Non"	""	""	"ADAMS POTYONDY"	""	"800035"	"n/d"	"n/d"	"Français"			""	"2010/01/22"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"842 215,07"	"POTYONDY ADAMS"
"800400-NA"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"453 258,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"PROJECTED INCOME REPORT"	""	"800400"	"n/d"	"n/d"	"Français"			"2010/01/22"	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"555 985,56"	"PROJ. INC. RPT"
"800400-OB"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"0,00"	"USD"	""	"Ouvert"	"Non"	""	""	"PROJECTED INCOME REPORT"	""	"800400"	"n/d"	"n/d"	"Français"			""	""	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"PROJ. INC. RPT"
"800401-NA"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"453 258,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"PROJECTED INCOME REPORT"	""	"800401"	"n/d"	"n/d"	"Français"			"2010/01/22"	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"555 985,56"	"PROJ. INC. RPT"
"800041-FS"	"S - Régime d'épargne-retraite"	""	"4183346666"	""	"94 546,82"	"CAD"	""	"Ouvert"	"Non"	""	""	"CAROLLE QUAGHEBEUR"	""	"800041"	"n/d"	"n/d"	"Français"			""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"681 532,24"	"QUAGHEBEUR CAROL"
"800041-NA"	"A - Comptant"	"002000001234"	"4183346666"	""	"143 256,11"	"CAD"	""	"Ouvert"	"Non"	""	""	"CAROLLE QUAGHEBEUR"	""	"800041"	"n/d"	"n/d"	"Français"			""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"2 000 404,26"	"QUAGHEBEUR CAROL"
"800041-OB"	"A - Comptant"	"001000001234"	"4183346666"	""	"142 067,81"	"USD"	""	"Ouvert"	"Non"	""	""	"CAROLLE QUAGHEBEUR"	""	"800041"	"n/d"	"n/d"	"Français"			""	"2010/01/21"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"418 050,31"	"QUAGHEBEUR CAROL"
"800502-NA"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"471 784,75"	"CAD"	""	"Ouvert"	"Non"	""	""	"RAPPORT INTACC"	""	"800502"	"n/d"	"n/d"	"Français"			"2009/12/21"	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"574 512,31"	"RAPPORT INTACC"
"800502-OB"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"0,00"	"USD"	""	"Ouvert"	"Non"	""	""	"RAPPORT INTACC"	""	"800502"	"n/d"	"n/d"	"Français"			""	""	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"RAPPORT INTACC"
"800239-RE"	"E - Marge couvert"	"001000"	"(450) 555-1316"	"(450) 555-0873"	"(7 562,61)"	"CAD"	""	"Fermé"	"Non"	""	"+FB_MONTAN_SUBS"	"CAISSE RETZLAFF"	"~M-0000R-0"	"800239"	"n/d"	"n/d"	"Anglais"			""	"2016/10/13"	""	""	""	"2010/01/01"	"2009/01/01"	"Non"	"0,00"	"3 037 324,67"	"RETZLAFF CAISSE"
"800239-SF"	"E - Marge couvert"	"001000001234"	"(450) 555-1316"	"(450) 555-0873"	"(88,79)"	"USD"	"Oui"	"Ouvert"	"Non"	""	""	"CAISSE RETZLAFF"	""	"800239"	"n/d"	"n/d"	"Anglais"			""	"2010/01/19"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"424 271,85"	"RETZLAFF CAISSE"
"800227-JJ"	"J -"	""	"(450) 555-4060"	"(450) 555-4861"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"CATELLIER ROLLAND"	""	"800227"	"n/d"	"n/d"	"Français"			""	"2007/01/22"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"ROLLAND CATELLIE"
"800227-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-4060"	"(450) 555-4861"	"130,10"	"CAD"	""	"Ouvert"	"Non"	""	""	"CATELLIER ROLLAND"	""	"800227"	"n/d"	"n/d"	"Français"			""	"2009/10/30"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"5 871,90"	"ROLLAND CATELLIE"
"800227-NA"	"A - Comptant"	""	"(450) 555-4060"	"(450) 555-4861"	"2 852,37"	"CAD"	""	"Ouvert"	"Non"	""	""	"CATELLIER ROLLAND"	""	"800227"	"n/d"	"n/d"	"Français"			""	"2010/01/04"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"152 266,51"	"ROLLAND CATELLIE"
"800227-OB"	"A - Comptant"	""	"(450) 555-4060"	"(450) 555-4861"	"0,00"	"USD"	""	"Ouvert"	"Non"	""	""	"CATELLIER ROLLAND"	""	"800227"	"n/d"	"n/d"	"Français"			""	"1999/09/27"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"ROLLAND CATELLIE"
"800261-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-6604"	"(450) 555-0922"	"14 141,92"	"CAD"	""	"Ouvert"	"Non"	""	""	"ALMA SAMBORSKI"	""	"800261"	"n/d"	"n/d"	"Anglais"			""	"2010/01/18"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"594 302,09"	"SAMBORSKI ALMA"
"800261-GT"	"T - Fonds de revenu de retraite"	""	"(450) 555-6604"	"(450) 555-0922"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"ALMA SAMBORSKI"	""	"800261"	"n/d"	"n/d"	"Anglais"			""	"2008/11/18"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"SAMBORSKI ALMA"
"800261-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-6604"	"(450) 555-0922"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"ALMA SAMBORSKI"	""	"800261"	"n/d"	"n/d"	"Anglais"			""	"2009/01/02"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"5 200,50"	"SAMBORSKI ALMA"
"800261-NA"	"A - Comptant"	""	"(450) 555-6604"	"(450) 555-0922"	"965,16"	"CAD"	""	"Ouvert"	"Non"	""	""	"ALMA SAMBORSKI"	""	"800261"	"n/d"	"n/d"	"Anglais"			""	"2010/01/15"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"231 751,31"	"SAMBORSKI ALMA"
"800216-NA"	"A - Comptant"	"112577689307"	"(450) 555-9953"	"(450) 555-3342"	"833 754,65"	"CAD"	""	"Ouvert"	"Non"	""	""	"AMYN SAMSON"	""	"800216"	"n/d"	"n/d"	"Français"			""	"2010/01/22"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"12 573 237,55"	"SAMSON AMYN"
"800216-OB"	"A - Comptant"	"112577689U07"	"(450) 555-9953"	"(450) 555-3342"	"681 540,37"	"USD"	""	"Ouvert"	"Non"	""	""	"AMYN SAMSON"	""	"800216"	"n/d"	"n/d"	"Français"			""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"5 529 228,66"	"SAMSON AMYN"
"800044-RE"	"E - Marge couvert"	"00d000004321"	""	""	"(76 197,21)"	"CAD"	""	"Ouvert"	"Non"	""	""	"BRUNO SANDHU"	""	"800044"	"n/d"	"n/d"	"Anglais"			""	"2010/01/18"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"362 224,79"	"SANDHU BRUNO"
"800044-SF"	"E - Marge couvert"	"00d000004321"	""	""	"4 545,35"	"USD"	""	"Ouvert"	"Non"	""	""	"BRUNO SANDHU"	""	"800044"	"n/d"	"n/d"	"Anglais"			""	"2009/12/16"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"4 545,35"	"SANDHU BRUNO"
"800257-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-2752"	"(450) 555-6082"	"115,21"	"CAD"	""	"Ouvert"	"Non"	""	""	"AYAAZ SATTLER"	""	"800257"	"n/d"	"n/d"	"Français"			""	"2010/01/04"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"1 248 865,33"	"SATTLER AYAAZ"
"800257-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-2752"	"(450) 555-6082"	"99,06"	"CAD"	""	"Ouvert"	"Non"	""	""	"AYAAZ SATTLER"	""	"800257"	"n/d"	"n/d"	"Français"			""	"2010/01/15"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"12 001,07"	"SATTLER AYAAZ"
"800257-RE"	"E - Marge couvert"	""	"(450) 555-2752"	"(450) 555-6082"	"(52 202,91)"	"CAD"	""	"Ouvert"	"Non"	""	""	"AYAAZ SATTLER"	""	"800257"	"n/d"	"n/d"	"Français"			""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"1 331 958,81"	"SATTLER AYAAZ"
"800208-NA"	"A - Comptant"	""	"(450) 555-7341"	"(450) 555-6194"	"12 429,65"	"CAD"	""	"Ouvert"	"Non"	""	""	"BOYD SAUFFERER"	""	"800208"	"n/d"	"n/d"	"Anglais"			""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"255 547,82"	"SAUFFERER BOYD"
"800026-OB"	"A - Comptant"	""	"(450) 555-9115"	"(450) 555-8616"	"0,00"	"USD"	""	"Ouvert"	"Non"	""	""	"AMANDA SAYED"	""	"800026"	"n/d"	"n/d"	"Français"			""	"2006/08/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"SAYED AMANDA"
"800026-RE"	"E - Marge couvert"	""	"(450) 555-9115"	"(450) 555-8616"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"AMANDA SAYED"	""	"800026"	"n/d"	"n/d"	"Français"			""	"2008/06/23"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"0,00"	"SAYED AMANDA"
"800025-GT"	"T - Fonds de revenu de retraite"	""	"(450) 555-2850"	"(450) 555-8033"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"ACADIA SAYEGH"	""	"800025"	"n/d"	"n/d"	"Français"			""	"2007/05/31"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"SAYEGH ACADIA"
"800025-NA"	"A - Comptant"	""	"(450) 555-2850"	"(450) 555-8033"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"ACADIA SAYEGH"	""	"800025"	"n/d"	"n/d"	"Français"			""	"2007/07/11"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"SAYEGH ACADIA"
