"Name"	"Account No."	"IA Code"	"Type"	"Plan"	"Telephone 1"	"Telephone 2"	"Balance"	"Currency"	"Feuille A"	"Withdrawal frequency 2"	"Withdrawal frequency 1"	"Withdrawal amount 2"	"Withdrawal amount 1"	"Withdr. freq. start date 2"	"Withdr. freq. start date 1"	"Status"	"Sleeves"	"Reserves"	"Pro"	"Model Number"	"Model Name"	"Management Start Date"	"Last Transaction"	"Last Trade"	"Language"	"Joint Account"	"Full Name"	"Discretionary"	"Creation Date"	"Closing Date"	"Client No."	"Margin"	"Total Value"
"MCCOMBE AURELIAN"	"800222-FS"	"BD77"	"S - Retirement Savings Plan"	""	"(450) 555-6658"	"(450) 555-6615"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"06/04/2004"	""	"French"	"No"	"AURELIANO MCCOMBE"	"Yes"	"01/01/2009"	""	"800222"	"n/a"	"0.00"
"MCCOMBE AURELIAN"	"800222-LV"	"BD77"	"N -"	""	"(450) 555-6658"	"(450) 555-6615"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"06/28/2004"	""	"French"	"No"	"AURELIANO MCCOMBE"	"Yes"	"01/01/2009"	""	"800222"	"n/a"	"0.00"
"MCCOMBE AURELIAN"	"800222-NA"	"BD77"	"A - Cash"	""	"(450) 555-6658"	"(450) 555-6615"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"05/10/2004"	""	"French"	"No"	"AURELIANO MCCOMBE"	"Yes"	"01/01/2009"	""	"800222"	"n/a"	"0.00"
"MCDOWALL CAYLEY"	"800086-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-4064"	"(450) 555-0850"	"11,094.54"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	""	"English"	"No"	"CAYLEY MCDOWALL"	"Yes"	"01/01/2009"	""	"800086"	"0.00"	"157,568.79"
"MCGILLICUDDY BLA"	"800006-GT"	"AC42"	"T - Retirement Income Funds"	""	"(450) 555-2490"	"(450) 555-3099"	"577.75"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	""	"French"	"No"	"BLACK MCGILLICUDDY"	"Yes"	"01/01/2009"	""	"800006"	"n/a"	"217,572.42"
"MCGILLICUDDY BLA"	"800006-NA"	"AC42"	"A - Cash"	""	"(450) 555-2490"	"(450) 555-3099"	"(22,607.83)"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/25/2010"	""	"French"	"No"	"BLACK MCGILLICUDDY"	"Yes"	"01/01/2009"	""	"800006"	"n/a"	"1,682,991.87"
"MCGILLICUDDY BLA"	"800006-OB"	"AC42"	"A - Cash"	""	"(450) 555-2490"	"(450) 555-3099"	"13,779.39"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"12/07/2009"	""	"French"	"No"	"BLACK MCGILLICUDDY"	"Yes"	"01/01/2009"	""	"800006"	"n/a"	"65,872.27"
"MCGILLICUDDY BLA"	"800006-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-2490"	"(450) 555-3099"	"784.64"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/22/2010"	""	"French"	"No"	"BLACK MCGILLICUDDY"	"Yes"	"01/01/2009"	""	"800006"	"0.00"	"89,568.07"
"MCGRATH ALFONSO"	"800224-GT"	"AC42"	"T - Retirement Income Funds"	""	"(450) 555-5501"	"(450) 555-3816"	"46.24"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/19/2010"	""	"English"	"No"	"ALFONSO MCGRATH"	"Yes"	"01/01/2009"	""	"800224"	"n/a"	"127,265.58"
"MCGRATH ALFONSO"	"800224-JW"	"AC42"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-5501"	"(450) 555-3816"	"131.40"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/15/2010"	""	"English"	"No"	"ALFONSO MCGRATH"	"Yes"	"01/01/2009"	""	"800224"	"n/a"	"5,103.14"
"MCGRATH ALFONSO"	"800224-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-5501"	"(450) 555-3816"	"21,697.85"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	"11/01/2009"	"01/25/2010"	"01/25/2010"	"English"	"No"	"ALFONSO MCGRATH"	"Yes"	"01/01/2009"	""	"800224"	"0.00"	"341,264.17"
"MCINTAGGART ALDE"	"800203-FS"	"AC42"	"S - Retirement Savings Plan"	""	"(450) 555-2933"	"(450) 555-0804"	"8,752.64"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	""	"French"	"No"	"ALDEGE MCINTAGGART"	"Yes"	"01/01/2009"	""	"800203"	"n/a"	"203,516.86"
"MCINTAGGART ALDE"	"800203-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-2933"	"(450) 555-0804"	"4,541.91"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	""	"French"	"No"	"ALDEGE MCINTAGGART"	"Yes"	"01/01/2009"	""	"800203"	"0.00"	"399,393.71"
"MCMULLIN CELESTE"	"800273-DQ"	"BD88"	"Q - Stock Savings Plan"	""	"(450) 555-0869"	"(450) 555-3055"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"04/06/2006"	""	"French"	"No"	"CELESTE MCMULLIN"	"Yes"	"01/01/2009"	""	"800273"	"0.00"	"0.00"
"MCMULLIN CELESTE"	"800273-ER"	"BD88"	"V - Education Savings Plan"	""	"(450) 555-0869"	"(450) 555-3055"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	""	""	"French"	"No"	"CELESTE MCMULLIN"	"Yes"	"01/01/2009"	""	"800273"	"n/a"	"0.00"
"MCMULLIN CELESTE"	"800273-FS"	"BD88"	"S - Retirement Savings Plan"	""	"(450) 555-0869"	"(450) 555-3055"	"4,517.56"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/19/2010"	""	"French"	"No"	"CELESTE MCMULLIN"	"Yes"	"01/01/2009"	""	"800273"	"n/a"	"269,493.44"
"MCMULLIN CELESTE"	"800273-NA"	"BD88"	"A - Cash"	""	"(450) 555-0869"	"(450) 555-3055"	"8,601.04"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/25/2010"	""	"French"	"No"	"CELESTE MCMULLIN"	"Yes"	"01/01/2009"	""	"800273"	"n/a"	"1,186,128.88"
"MCMULLIN CELESTE"	"800273-OB"	"BD88"	"A - Cash"	""	"(450) 555-0869"	"(450) 555-3055"	"4,766.76"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	""	"French"	"No"	"CELESTE MCMULLIN"	"Yes"	"01/01/2009"	""	"800273"	"n/a"	"89,760.10"
"MCMULLIN CELESTE"	"800273-RE"	"BD88"	"E - Margin Long"	""	"(450) 555-0869"	"(450) 555-3055"	"10,683.30"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/22/2010"	""	"French"	"No"	"CELESTE MCMULLIN"	"Yes"	"01/01/2009"	""	"800273"	"0.00"	"458,417.80"
"MCMULLIN CELESTE"	"800273-SF"	"BD88"	"E - Margin Long"	""	"(450) 555-0869"	"(450) 555-3055"	"786.75"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	"01/25/2010"	"French"	"No"	"CELESTE MCMULLIN"	"Yes"	"01/01/2009"	""	"800273"	"0.00"	"61,785.82"
"MCMULLIN CELESTE"	"800273-VL"	"BD88"	"L -"	""	"(450) 555-0869"	"(450) 555-3055"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"06/22/2007"	""	"French"	"No"	"CELESTE MCMULLIN"	"Yes"	"01/01/2009"	""	"800273"	"n/a"	"0.00"
"MCMULLIN CELESTE"	"800273-WJ"	"BD88"	"L -"	""	"(450) 555-0869"	"(450) 555-3055"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"08/24/2007"	""	"French"	"No"	"CELESTE MCMULLIN"	"Yes"	"01/01/2009"	""	"800273"	"n/a"	"0.00"
"MCNEIL BELISLE"	"800030-GT"	"AC55"	"T - Retirement Income Funds"	"00k000001534"	"4509652249"	""	"15,516.50"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/22/2010"	""	"French"	"No"	"BELISLE MCNEIL"	"Yes"	"01/01/2009"	""	"800030"	"n/a"	"62,721.88"
"MCNEIL BELISLE"	"800030-JW"	"AC55"	"W - Spousal - Retirement Income Funds"	""	"4509652249"	""	"11,274.76"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/11/2010"	""	"French"	"No"	"BELISLE MCNEIL"	"Yes"	"01/01/2009"	""	"800030"	"n/a"	"11,274.76"
"MCNEIL BELISLE"	"800030-NA"	"AC55"	"A - Cash"	"00k000001234"	"4509652249"	""	"12,517.39"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/19/2010"	""	"French"	"No"	"BELISLE MCNEIL"	"Yes"	"01/01/2009"	""	"800030"	"n/a"	"330,307.62"
"MIGUÉ BECHARA"	"800016-RE"	"AC44"	"E - Margin Long"	""	"(450) 555-5962"	"(450) 555-9688"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"07/23/2008"	""	"English"	"No"	"BECHARA MIGUÉ"	"Yes"	"01/01/2009"	""	"800016"	"0.00"	"0.00"
"MURDOCK BRUCE"	"800201-FS"	"AC42"	"S - Retirement Savings Plan"	""	"(450) 555-7515"	"(450) 555-1014"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"07/18/2002"	""	"French"	"No"	"BRUCE MURDOCK"	"Yes"	"01/01/2009"	""	"800201"	"n/a"	"0.00"
"MURDOCK BRUCE"	"800201-GT"	"AC42"	"T - Retirement Income Funds"	""	"(450) 555-7515"	"(450) 555-1014"	"1,260.05"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/14/2010"	""	"French"	"No"	"BRUCE MURDOCK"	"Yes"	"01/01/2009"	""	"800201"	"n/a"	"73,332.75"
"MURDOCK BRUCE"	"800201-NA"	"AC42"	"A - Cash"	""	"(450) 555-7515"	"(450) 555-1014"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/16/2003"	""	"French"	"No"	"BRUCE MURDOCK"	"Yes"	"01/01/2009"	""	"800201"	"n/a"	"0.00"
"MUTCHMORE ANNU"	"800206-FS"	"BD77"	"S - Retirement Savings Plan"	""	"(450) 555-7763"	"(450) 555-0545"	"2,193.73"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/12/2010"	""	"French"	"No"	"ANNU MUTCHMORE"	"Yes"	"01/01/2009"	""	"800206"	"n/a"	"367,362.10"
"MUTCHMORE ANNU"	"800206-JW"	"BD77"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-7763"	"(450) 555-0545"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"12/18/2009"	""	"French"	"No"	"ANNU MUTCHMORE"	"Yes"	"01/01/2009"	""	"800206"	"n/a"	"5,553.09"
"MUTCHMORE ANNU"	"800206-NA"	"BD77"	"A - Cash"	""	"(450) 555-7763"	"(450) 555-0545"	"2,792.81"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/19/2010"	""	"French"	"No"	"ANNU MUTCHMORE"	"Yes"	"01/01/2009"	""	"800206"	"n/a"	"690,030.18"
"MUTCHMORE ANNU"	"800206-RE"	"BD77"	"E - Margin Long"	""	"(450) 555-7763"	"(450) 555-0545"	"4,150.24"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	""	"French"	"No"	"ANNU MUTCHMORE"	"Yes"	"01/01/2009"	""	"800206"	"0.00"	"73,148.82"
"NEILL ANTOINETTE"	"800083-FS"	"BD66"	"S - Retirement Savings Plan"	""	"450 6626101B"	"1234567890"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"12/31/2002"	""	"French"	"Yes"	"ANTOINETTE NEILL"	"Yes"	"01/01/2009"	""	"800083"	"n/a"	"0.00"
"NEILL ANTOINETTE"	"800083-GT"	"BD66"	"T - Retirement Income Funds"	""	"450 6626101B"	"1234567890"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"07/27/2009"	""	"French"	"Yes"	"ANTOINETTE NEILL"	"Yes"	"01/01/2009"	""	"800083"	"n/a"	"0.00"
"NEILL ANTOINETTE"	"800083-NA"	"BD66"	"A - Cash"	""	"450 6626101B"	"1234567890"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"09/10/2009"	""	"French"	"Yes"	"ANTOINETTE NEILL"	"Yes"	"01/01/2009"	""	"800083"	"n/a"	"0.00"
"NEILL ANTOINETTE"	"800083-OB"	"BD66"	"A - Cash"	""	"450 6626101B"	"1234567890"	"0.00"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"03/26/2004"	""	"French"	"Yes"	"ANTOINETTE NEILL"	"Yes"	"01/01/2009"	""	"800083"	"n/a"	"0.00"
"NEVINS BENNETT"	"800082-DQ"	"0AED"	"Q - Stock Savings Plan"	""	"450 6626101B"	"1234567890"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"11/07/2007"	""	"French"	"Yes"	"BENNETT NEVINS"	"Yes"	"01/01/2009"	""	"800082"	"0.00"	"0.00"
"NEVINS BENNETT"	"800082-FS"	"0AED"	"S - Retirement Savings Plan"	""	"450 6626101B"	"1234567890"	"12,919.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	""	"French"	"Yes"	"BENNETT NEVINS"	"Yes"	"03/11/1992"	""	"800082"	"n/a"	"93,854.05"
"NEVINS BENNETT"	"800082-JW"	"0AED"	"W - Spousal - Retirement Income Funds"	""	"450 6626101B"	"1234567890"	"0.94"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/22/2010"	""	"French"	"Yes"	"BENNETT NEVINS"	"Yes"	"01/01/2009"	""	"800082"	"n/a"	"9,945.75"
"NEVINS BENNETT"	"800082-NA"	"0AED"	"A - Cash"	""	"450 6626101B"	"1234567890"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"08/06/2004"	""	"French"	"Yes"	"BENNETT NEVINS"	"Yes"	"01/01/2009"	""	"800082"	"n/a"	"0.00"
"NEVINS BENNETT"	"800082-OB"	"0AED"	"A - Cash"	""	"450 6626101B"	"1234567890"	"0.00"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"08/16/2004"	""	"French"	"Yes"	"BENNETT NEVINS"	"Yes"	"01/01/2009"	""	"800082"	"n/a"	"0.00"
"NEVINS BENNETT"	"800082-RE"	"0AED"	"E - Margin Long"	""	"450 6626101B"	"1234567890"	"74,399.78"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	"01/25/2010"	"French"	"Yes"	"BENNETT NEVINS"	"Yes"	"07/15/2004"	""	"800082"	"0.00"	"1,449,784.03"
"NEVINS BENNETT"	"800082-SF"	"0AED"	"E - Margin Long"	""	"450 6626101B"	"1234567890"	"5,647.34"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	"01/25/2010"	"French"	"Yes"	"BENNETT NEVINS"	"Yes"	"07/15/2004"	""	"800082"	"0.00"	"415,172.61"
"NEVINS BENNETT"	"800082-VL"	"0AED"	"A - Cash"	""	"450 6626101B"	"1234567890"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	""	""	"French"	"Yes"	"BENNETT NEVINS"	"Yes"	"01/01/2009"	""	"800082"	"n/a"	"0.00"
"NOEL AQUARIUS"	"800029-GT"	"AC42"	"T - Retirement Income Funds"	""	"(450) 555-5750"	"(450) 555-8918"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"10/24/2007"	""	"French"	"No"	"AQUARIUS NOEL"	"Yes"	"01/01/2009"	""	"800029"	"n/a"	"0.00"
"NOEL AQUARIUS"	"800029-NA"	"AC42"	"A - Cash"	""	"(450) 555-5750"	"(450) 555-8918"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"10/24/2007"	""	"French"	"No"	"AQUARIUS NOEL"	"Yes"	"01/01/2009"	""	"800029"	"n/a"	"0.00"
"NOEL AQUARIUS"	"800029-OB"	"AC42"	"A - Cash"	""	"(450) 555-5750"	"(450) 555-8918"	"0.00"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"10/01/2007"	""	"French"	"No"	"AQUARIUS NOEL"	"Yes"	"01/01/2009"	""	"800029"	"n/a"	"0.00"
"NOLAN CHERYL"	"800019-FS"	"AC42"	"S - Retirement Savings Plan"	""	"(450) 555-5925"	"(450) 555-9762"	"2,903.15"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/20/2010"	""	"English"	"No"	"CHERYL NOLAN"	"Yes"	"01/01/2009"	""	"800019"	"n/a"	"67,336.48"
"NOLAN CHERYL"	"800019-HU"	"AC42"	"R - RSP Locked-in (Locked-in & LIRA)"	""	"(450) 555-5925"	"(450) 555-9762"	"1,615.14"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/15/2010"	""	"English"	"No"	"CHERYL NOLAN"	"Yes"	"01/01/2009"	""	"800019"	"n/a"	"92,279.14"
"NOLAN CHERYL"	"800019-JW"	"AC42"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-5925"	"(450) 555-9762"	"5,000.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/20/2010"	""	"English"	"No"	"CHERYL NOLAN"	"Yes"	"01/01/2009"	""	"800019"	"n/a"	"11,631.77"
"OLEKSIEW ADRESSE"	"800043-RE"	"AC42"	"E - Margin Long"	""	"4507742741"	""	"19,163.08"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/22/2010"	""	"French"	"No"	"ADRESSE OLEKSIEW"	"Yes"	"01/01/2009"	""	"800043"	"0.00"	"502,689.13"
"OLEKSIEW ADRESSE"	"800043-SF"	"AC42"	"E - Margin Long"	""	"4507742741"	""	"4,310.85"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	""	"French"	"No"	"ADRESSE OLEKSIEW"	"Yes"	"01/01/2009"	""	"800043"	"0.00"	"103,716.45"
"ORLEAN ADMAX"	"800256-GT"	"AC42"	"T - Retirement Income Funds"	""	"(450) 555-9118"	"(450) 555-4215"	"382.07"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/18/2010"	""	"French"	"No"	"ADMAX ORLEAN"	"Yes"	"01/01/2009"	""	"800256"	"n/a"	"221,788.26"
"ORLEAN ADMAX"	"800256-NA"	"AC42"	"A - Cash"	""	"(450) 555-9118"	"(450) 555-4215"	"16,028.35"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/18/2010"	""	"French"	"No"	"ADMAX ORLEAN"	"Yes"	"01/01/2009"	""	"800256"	"n/a"	"890,825.53"
"OSER ALEXANDRIA"	"800074-RE"	"BD66"	"E - Margin Long"	""	"(450) 555-4709"	"(450) 555-0767"	"4,250.44"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	""	"French"	"No"	"ALEXANDRIA OSER"	"Yes"	"01/01/2009"	""	"800074"	"0.00"	"987,236.98"
"OSER ALEXANDRIA"	"800074-SF"	"BD66"	"E - Margin Long"	"00k000001230"	"(450) 555-4709"	"(450) 555-0767"	"2,745.40"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	""	"French"	"No"	"ALEXANDRIA OSER"	"Yes"	"01/01/2009"	""	"800074"	"0.00"	"140,485.73"
"PILOTE ALDO"	"800065-FS"	"BD66"	"S - Retirement Savings Plan"	""	"(450) 555-6425"	"(450) 555-1325"	"3,214.10"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"12/15/2009"	""	"French"	"No"	"ALDO PILOTE"	"Yes"	"01/01/2009"	""	"800065"	"n/a"	"140,650.23"
"PILOTE ALDO"	"800065-JW"	"BD66"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-6425"	"(450) 555-1325"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/21/2009"	""	"French"	"No"	"ALDO PILOTE"	"Yes"	"01/01/2009"	""	"800065"	"n/a"	"5,206.75"
"PILOTE ALDO"	"800065-NA"	"BD66"	"A - Cash"	""	"(450) 555-6425"	"(450) 555-1325"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"12/16/2009"	""	"French"	"No"	"ALDO PILOTE"	"Yes"	"01/01/2009"	""	"800065"	"n/a"	"0.00"
"PINARD CATHARINA"	"800210-DQ"	"BD88"	"Q - Stock Savings Plan"	""	"(450) 555-4476"	"(450) 555-9713"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	"01/01/2009"	"01/10/2006"	""	"English"	"Yes"	"CATHARINA PINARD"	"Yes"	"01/01/2009"	""	"800210"	"0.00"	"0.00"
"PINARD CATHARINA"	"800210-FS"	"BD88"	"S - Retirement Savings Plan"	""	"(450) 555-4476"	"(450) 555-9713"	"2,873.35"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	"01/01/2009"	"01/25/2010"	""	"English"	"Yes"	"CATHARINA PINARD"	"Yes"	"01/01/2009"	""	"800210"	"n/a"	"557,872.28"
"PINARD CATHARINA"	"800210-JW"	"BD88"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-4476"	"(450) 555-9713"	"70.22"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	"01/01/2009"	"01/13/2010"	""	"English"	"Yes"	"CATHARINA PINARD"	"Yes"	"01/01/2009"	""	"800210"	"n/a"	"9,555.99"
"PINARD CATHARINA"	"800210-RE"	"BD88"	"E - Margin Long"	""	"(450) 555-4476"	"(450) 555-9713"	"2,283.28"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	"01/01/2009"	"01/19/2010"	""	"English"	"Yes"	"CATHARINA PINARD"	"Yes"	"01/01/2009"	""	"800210"	"0.00"	"294,247.97"
"PINARD CATHARINA"	"800210-SF"	"BD88"	"E - Margin Long"	""	"(450) 555-4476"	"(450) 555-9713"	"4,021.67"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	"01/01/2009"	"01/06/2010"	""	"English"	"Yes"	"CATHARINA PINARD"	"Yes"	"01/01/2009"	""	"800210"	"0.00"	"19,948.14"
"PINARD CATHARINA"	"800210-VL"	"BD88"	"L -"	""	"(450) 555-4476"	"(450) 555-9713"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	"01/01/2009"	"01/11/2005"	""	"English"	"Yes"	"CATHARINA PINARD"	"Yes"	"01/01/2009"	""	"800210"	"n/a"	"0.00"
"PLATINE CHARTIER"	"800073-GT"	"AC42"	"T - Retirement Income Funds"	""	"(450) 555-2637"	"(450) 555-4621"	"793.74"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"12/11/2009"	""	"French"	"No"	"CHARTIER PLATINE"	"Yes"	"01/01/2009"	""	"800073"	"n/a"	"115,440.96"
"PLATINE CHARTIER"	"800073-JW"	"AC42"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-2637"	"(450) 555-4621"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/30/2009"	""	"French"	"No"	"CHARTIER PLATINE"	"Yes"	"01/01/2009"	""	"800073"	"n/a"	"5,272.88"
"PLATINE CHARTIER"	"800073-NA"	"AC42"	"A - Cash"	""	"(450) 555-2637"	"(450) 555-4621"	"12,942.57"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/25/2010"	""	"French"	"No"	"CHARTIER PLATINE"	"Yes"	"01/01/2009"	""	"800073"	"n/a"	"826,372.59"
"POLOMSKI BENNY"	"800064-FS"	"BD66"	"S - Retirement Savings Plan"	""	"(450) 555-1464"	"(450) 555-9510"	"0.44"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/18/2010"	""	"French"	"No"	"BENNY POLOMSKI"	"Yes"	"01/01/2009"	""	"800064"	"n/a"	"237,683.20"
"POLOMSKI BENNY"	"800064-JW"	"BD66"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-1464"	"(450) 555-9510"	"1.08"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/11/2010"	""	"French"	"No"	"BENNY POLOMSKI"	"Yes"	"01/01/2009"	""	"800064"	"n/a"	"10,100.92"
"POLOMSKI BENNY"	"800064-RE"	"BD66"	"E - Margin Long"	""	"(450) 555-1464"	"(450) 555-9510"	"(15,710.69)"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/21/2010"	""	"French"	"No"	"BENNY POLOMSKI"	"Yes"	"01/01/2009"	""	"800064"	"0.00"	"843,181.60"
