"Nom"	"No compte"	"Code de CP"	"Type"	"Régime"	"Téléphone 1"	"Téléphone 2"	"Solde"	"Devise"	"PFSfrench_1"	"PFSfrench"	"Feuille F"	"Segments"	"Réserves"	"Pro"	"Nom modèle"	"Nom complet"	"No modèle"	"No client"	"Montant retrait 2"	"Montant retrait 1"	"Langue"	"Fréquence retrait 2"	"Fréquence retrait 1"	"État"	"Discrétionnaire"	"Dernier achat/vente"	"Dern. trans."	"Début fréq. retrait 2"	"Début fréq. retrait 1"	"Début de gestion"	"Date de fermeture"	"Création"	"Compte conjoint"	"Marge"	"Valeur totale"
"MAHEU MATHIEU"	"800069-LV"	"BD88"	"N -"	""	"(450) 555-0843"	"(450) 555-8003"	"4 501,46"	"CAD"	""	""	""	"Non"	""	"Non"	""	"MATHIEU MAHEU"	""	"800069"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"79 491,27"
"MAHEU MATHIEU"	"800069-RE"	"BD88"	"E - Marge couvert"	""	"(450) 555-0843"	"(450) 555-8003"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"MATHIEU MAHEU"	""	"800069"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2002/03/01"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"0,00"
"MAINELLA ANGIOLI"	"800038-NA"	"AC42"	"A - Comptant"	""	"(450) 555-7211"	"(450) 555-3571"	"0,00"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"ANGIOLINA MAINELLA"	""	"800038"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/19"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"469 441,99"
"MAKRIS ACACIA"	"800020-ER"	"AC42"	"V - Régime d'épargne-études"	""	"(450) 555-3128"	"(450) 555-7332"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ACACIA MAKRIS"	""	"800020"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	""	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"MAKRIS ACACIA"	"800020-FS"	"AC42"	"S - Régime d'épargne-retraite"	""	"(450) 555-3128"	"(450) 555-7332"	"8 260,15"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ACACIA MAKRIS"	""	"800020"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/22"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"1 481 044,83"
"MAKRIS ACACIA"	"800020-RE"	"AC42"	"E - Marge couvert"	""	"(450) 555-3128"	"(450) 555-7332"	"113 045,51"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ACACIA MAKRIS"	""	"800020"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/22"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"2 892 571,19"
"MAKRIS ACACIA"	"800020-SF"	"AC42"	"E - Marge couvert"	""	"(450) 555-3128"	"(450) 555-7332"	"0,00"	"USD"	""	""	""	"Non"	""	"Non"	""	"ACACIA MAKRIS"	""	"800020"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2007/09/28"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"0,00"
"MAKRIS ACACIA"	"800020-VL"	"AC42"	"L -"	""	"(450) 555-3128"	"(450) 555-7332"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ACACIA MAKRIS"	""	"800020"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2009/08/28"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"MAKRIS ACACIA"	"800020-WJ"	"AC42"	"L -"	""	"(450) 555-3128"	"(450) 555-7332"	"0,00"	"USD"	""	""	""	"Non"	""	"Non"	""	"ACACIA MAKRIS"	""	"800020"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	""	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"MALISKA BALLANTY"	"800229-FS"	"0AED"	"S - Régime d'épargne-retraite"	""	""	""	"18 916,76"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BALLANTYNE MALISKA"	""	"800229"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/15"	""	""	""	""	"1992/09/25"	"Non"	"n/d"	"413 566,57"
"MALISKA BALLANTY"	"800229-NA"	"0AED"	"A - Comptant"	""	""	""	"10 826,06"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"BALLANTYNE MALISKA"	""	"800229"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/25"	""	""	""	""	"1994/04/29"	"Non"	"n/d"	"406 181,58"
"MALITO CELINE"	"800009-NA"	"AC42"	"A - Comptant"	""	"(450) 555-8881"	"(450) 555-3223"	"0,00"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"CELINE MALITO"	""	"800009"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2003/10/29"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"MALO BEAULIEU"	"800053-FS"	"0AED"	"S - Régime d'épargne-retraite"	""	""	""	"728,25"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BEAULIEU MALO"	""	"800053"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/22"	""	""	""	""	"1994/03/03"	"Non"	"n/d"	"152 129,72"
"MALO BEAULIEU"	"800053-JW"	"0AED"	"W - Fonds de revenus de retraite - Conjoint"	""	""	""	"329,63"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BEAULIEU MALO"	""	"800053"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/15"	""	""	""	""	"2009/02/03"	"Non"	"n/d"	"11 612,14"
"MALO BEAULIEU"	"800053-NA"	"0AED"	"A - Comptant"	""	""	""	"8 754,62"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"BEAULIEU MALO"	""	"800053"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/22"	""	""	""	""	"1993/09/30"	"Non"	"n/d"	"235 035,29"
"MALO BEAULIEU"	"800053-OB"	"0AED"	"A - Comptant"	""	""	""	"26,11"	"USD"	""	""	""	"Non"	""	"Non"	""	"BEAULIEU MALO"	""	"800053"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2009/12/31"	""	""	""	""	"2007/10/24"	"Non"	"n/d"	"10 572,38"
"MARCIL CARLE"	"800246-GT"	"BD66"	"T - Fonds de revenu de retraite"	""	"(450) 555-4339"	"(450) 555-3138"	"1 361,55"	"CAD"	""	""	""	"Non"	""	"Non"	""	"CARLE MARCIL"	""	"800246"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/15"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"149 875,60"
"MARCIL CARLE"	"800246-NA"	"BD66"	"A - Comptant"	""	"(450) 555-4339"	"(450) 555-3138"	"4 161,03"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"CARLE MARCIL"	""	"800246"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/22"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"400 480,53"
"MARSTON BRITT"	"800003-NA"	"AC42"	"A - Comptant"	""	"(450) 555-8077"	"(450) 555-1655"	"6 499,10"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"BRITT MARSTON"	""	"800003"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"701 134,58"
"MARSTON BRITT"	"800003-OB"	"AC42"	"A - Comptant"	""	"(450) 555-8077"	"(450) 555-1655"	"3 718,13"	"USD"	""	""	""	"Oui"	""	"Non"	""	"BRITT MARSTON"	""	"800003"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/19"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"109 986,39"
"MARTELLO AUDETTE"	"800268-FS"	"AC42"	"S - Régime d'épargne-retraite"	""	"(450) 555-1284"	"(450) 555-5778"	"4 096,26"	"CAD"	""	""	""	"Non"	""	"Non"	""	"AUDETTE MARTELLO"	""	"800268"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/22"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"871 836,32"
"MARTELLO AUDETTE"	"800268-RE"	"AC42"	"E - Marge couvert"	""	"(450) 555-1284"	"(450) 555-5778"	"15,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"AUDETTE MARTELLO"	""	"800268"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2009/12/15"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"1 611,30"
"MASSIE BENNO"	"800205-JW"	"0AED"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-4830"	"(450) 555-4237"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BENNO MASSIE"	""	"800205"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/19"	""	""	""	""	"2009/01/02"	"Non"	"n/d"	"10 206,32"
"MASSIE BENNO"	"800205-NA"	"0AED"	"A - Comptant"	""	"(450) 555-4830"	"(450) 555-4237"	"11 827,99"	"CAD"	""	""	""	"Non"	""	"Oui"	"SUSBS_BASIC"	"BENNO MASSIE"	"~M-0000D-0"	"800205"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/25"	""	""	""	""	"1996/02/26"	"Non"	"n/d"	"6 668 624,85"
"MASSIE BENNO"	"800205-OB"	"0AED"	"A - Comptant"	""	"(450) 555-4830"	"(450) 555-4237"	"7 587,01"	"USD"	""	""	""	"Non"	""	"Non"	""	"BENNO MASSIE"	""	"800205"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/06"	""	""	""	""	"1996/03/18"	"Non"	"n/d"	"855 808,01"
"MCCOMBE AURELIAN"	"800222-FS"	"BD77"	"S - Régime d'épargne-retraite"	""	"(450) 555-6658"	"(450) 555-6615"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"AURELIANO MCCOMBE"	""	"800222"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2004/06/04"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"MCCOMBE AURELIAN"	"800222-LV"	"BD77"	"N -"	""	"(450) 555-6658"	"(450) 555-6615"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"AURELIANO MCCOMBE"	""	"800222"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2004/06/28"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"MCCOMBE AURELIAN"	"800222-NA"	"BD77"	"A - Comptant"	""	"(450) 555-6658"	"(450) 555-6615"	"0,00"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"AURELIANO MCCOMBE"	""	"800222"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2004/05/10"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"MCDOWALL CAYLEY"	"800086-RE"	"AC42"	"E - Marge couvert"	""	"(450) 555-4064"	"(450) 555-0850"	"11 094,54"	"CAD"	""	""	""	"Non"	""	"Non"	""	"CAYLEY MCDOWALL"	""	"800086"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"157 568,79"
"MCGILLICUDDY BLA"	"800006-GT"	"AC42"	"T - Fonds de revenu de retraite"	""	"(450) 555-2490"	"(450) 555-3099"	"577,75"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BLACK MCGILLICUDDY"	""	"800006"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"217 572,42"
"MCGILLICUDDY BLA"	"800006-NA"	"AC42"	"A - Comptant"	""	"(450) 555-2490"	"(450) 555-3099"	"(22 607,83)"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"BLACK MCGILLICUDDY"	""	"800006"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"1 682 991,87"
"MCGILLICUDDY BLA"	"800006-OB"	"AC42"	"A - Comptant"	""	"(450) 555-2490"	"(450) 555-3099"	"13 779,39"	"USD"	""	""	""	"Non"	""	"Non"	""	"BLACK MCGILLICUDDY"	""	"800006"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2009/12/07"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"65 872,27"
"MCGILLICUDDY BLA"	"800006-RE"	"AC42"	"E - Marge couvert"	""	"(450) 555-2490"	"(450) 555-3099"	"784,64"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BLACK MCGILLICUDDY"	""	"800006"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/22"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"89 568,07"
"MCGRATH ALFONSO"	"800224-GT"	"AC42"	"T - Fonds de revenu de retraite"	""	"(450) 555-5501"	"(450) 555-3816"	"46,24"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ALFONSO MCGRATH"	""	"800224"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/19"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"127 265,58"
"MCGRATH ALFONSO"	"800224-JW"	"AC42"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-5501"	"(450) 555-3816"	"131,40"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ALFONSO MCGRATH"	""	"800224"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/15"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"5 103,14"
"MCGRATH ALFONSO"	"800224-RE"	"AC42"	"E - Marge couvert"	""	"(450) 555-5501"	"(450) 555-3816"	"21 697,85"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ALFONSO MCGRATH"	""	"800224"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	"2010/01/25"	"2010/01/25"	""	""	"2009/11/01"	""	"2009/01/01"	"Non"	"0,00"	"341 264,17"
"MCINTAGGART ALDE"	"800203-FS"	"AC42"	"S - Régime d'épargne-retraite"	""	"(450) 555-2933"	"(450) 555-0804"	"8 752,64"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ALDEGE MCINTAGGART"	""	"800203"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"203 516,86"
"MCINTAGGART ALDE"	"800203-RE"	"AC42"	"E - Marge couvert"	""	"(450) 555-2933"	"(450) 555-0804"	"4 541,91"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ALDEGE MCINTAGGART"	""	"800203"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"399 393,71"
"MCMULLIN CELESTE"	"800273-DQ"	"BD88"	"Q - Régime d'épargne-actions"	""	"(450) 555-0869"	"(450) 555-3055"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"CELESTE MCMULLIN"	""	"800273"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2006/04/06"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"0,00"
"MCMULLIN CELESTE"	"800273-ER"	"BD88"	"V - Régime d'épargne-études"	""	"(450) 555-0869"	"(450) 555-3055"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"CELESTE MCMULLIN"	""	"800273"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	""	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"MCMULLIN CELESTE"	"800273-FS"	"BD88"	"S - Régime d'épargne-retraite"	""	"(450) 555-0869"	"(450) 555-3055"	"4 517,56"	"CAD"	""	""	""	"Non"	""	"Non"	""	"CELESTE MCMULLIN"	""	"800273"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/19"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"269 493,44"
"MCMULLIN CELESTE"	"800273-NA"	"BD88"	"A - Comptant"	""	"(450) 555-0869"	"(450) 555-3055"	"8 601,04"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"CELESTE MCMULLIN"	""	"800273"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"1 186 128,88"
"MCMULLIN CELESTE"	"800273-OB"	"BD88"	"A - Comptant"	""	"(450) 555-0869"	"(450) 555-3055"	"4 766,76"	"USD"	""	""	""	"Non"	""	"Non"	""	"CELESTE MCMULLIN"	""	"800273"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"89 760,10"
"MCMULLIN CELESTE"	"800273-RE"	"BD88"	"E - Marge couvert"	""	"(450) 555-0869"	"(450) 555-3055"	"10 683,30"	"CAD"	""	""	""	"Non"	""	"Non"	""	"CELESTE MCMULLIN"	""	"800273"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/22"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"458 417,80"
"MCMULLIN CELESTE"	"800273-SF"	"BD88"	"E - Marge couvert"	""	"(450) 555-0869"	"(450) 555-3055"	"786,75"	"USD"	""	""	""	"Non"	""	"Non"	""	"CELESTE MCMULLIN"	""	"800273"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	"2010/01/25"	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"61 785,82"
"MCMULLIN CELESTE"	"800273-VL"	"BD88"	"L -"	""	"(450) 555-0869"	"(450) 555-3055"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"CELESTE MCMULLIN"	""	"800273"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2007/06/22"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"MCMULLIN CELESTE"	"800273-WJ"	"BD88"	"L -"	""	"(450) 555-0869"	"(450) 555-3055"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"CELESTE MCMULLIN"	""	"800273"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2007/08/24"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"MCNEIL BELISLE"	"800030-GT"	"AC55"	"T - Fonds de revenu de retraite"	"00k000001534"	"4509652249"	""	"15 516,50"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BELISLE MCNEIL"	""	"800030"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/22"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"62 721,88"
"MCNEIL BELISLE"	"800030-JW"	"AC55"	"W - Fonds de revenus de retraite - Conjoint"	""	"4509652249"	""	"11 274,76"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BELISLE MCNEIL"	""	"800030"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/11"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"11 274,76"
"MCNEIL BELISLE"	"800030-NA"	"AC55"	"A - Comptant"	"00k000001234"	"4509652249"	""	"12 517,39"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"BELISLE MCNEIL"	""	"800030"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/19"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"330 307,62"
"MIGUÉ BECHARA"	"800016-RE"	"AC44"	"E - Marge couvert"	""	"(450) 555-5962"	"(450) 555-9688"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BECHARA MIGUÉ"	""	"800016"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2008/07/23"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"0,00"
"MURDOCK BRUCE"	"800201-FS"	"AC42"	"S - Régime d'épargne-retraite"	""	"(450) 555-7515"	"(450) 555-1014"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BRUCE MURDOCK"	""	"800201"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2002/07/18"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"MURDOCK BRUCE"	"800201-GT"	"AC42"	"T - Fonds de revenu de retraite"	""	"(450) 555-7515"	"(450) 555-1014"	"1 260,05"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BRUCE MURDOCK"	""	"800201"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/14"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"73 332,75"
"MURDOCK BRUCE"	"800201-NA"	"AC42"	"A - Comptant"	""	"(450) 555-7515"	"(450) 555-1014"	"0,00"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"BRUCE MURDOCK"	""	"800201"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2003/01/16"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"MUTCHMORE ANNU"	"800206-FS"	"BD77"	"S - Régime d'épargne-retraite"	""	"(450) 555-7763"	"(450) 555-0545"	"2 193,73"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ANNU MUTCHMORE"	""	"800206"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/12"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"367 362,10"
"MUTCHMORE ANNU"	"800206-JW"	"BD77"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-7763"	"(450) 555-0545"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ANNU MUTCHMORE"	""	"800206"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2009/12/18"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"5 553,09"
"MUTCHMORE ANNU"	"800206-NA"	"BD77"	"A - Comptant"	""	"(450) 555-7763"	"(450) 555-0545"	"2 792,81"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"ANNU MUTCHMORE"	""	"800206"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/19"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"690 030,18"
"MUTCHMORE ANNU"	"800206-RE"	"BD77"	"E - Marge couvert"	""	"(450) 555-7763"	"(450) 555-0545"	"4 150,24"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ANNU MUTCHMORE"	""	"800206"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"73 148,82"
"NEILL ANTOINETTE"	"800083-FS"	"BD66"	"S - Régime d'épargne-retraite"	""	"450 6626101B"	"1234567890"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ANTOINETTE NEILL"	""	"800083"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2002/12/31"	""	""	""	""	"2009/01/01"	"Oui"	"n/d"	"0,00"
"NEILL ANTOINETTE"	"800083-GT"	"BD66"	"T - Fonds de revenu de retraite"	""	"450 6626101B"	"1234567890"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ANTOINETTE NEILL"	""	"800083"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2009/07/27"	""	""	""	""	"2009/01/01"	"Oui"	"n/d"	"0,00"
"NEILL ANTOINETTE"	"800083-NA"	"BD66"	"A - Comptant"	""	"450 6626101B"	"1234567890"	"0,00"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"ANTOINETTE NEILL"	""	"800083"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2009/09/10"	""	""	""	""	"2009/01/01"	"Oui"	"n/d"	"0,00"
"NEILL ANTOINETTE"	"800083-OB"	"BD66"	"A - Comptant"	""	"450 6626101B"	"1234567890"	"0,00"	"USD"	""	""	""	"Non"	""	"Non"	""	"ANTOINETTE NEILL"	""	"800083"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2004/03/26"	""	""	""	""	"2009/01/01"	"Oui"	"n/d"	"0,00"
"NEVINS BENNETT"	"800082-DQ"	"0AED"	"Q - Régime d'épargne-actions"	""	"450 6626101B"	"1234567890"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BENNETT NEVINS"	""	"800082"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2007/11/07"	""	""	""	""	"2009/01/01"	"Oui"	"0,00"	"0,00"
"NEVINS BENNETT"	"800082-FS"	"0AED"	"S - Régime d'épargne-retraite"	""	"450 6626101B"	"1234567890"	"12 919,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BENNETT NEVINS"	""	"800082"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/25"	""	""	""	""	"1992/03/11"	"Oui"	"n/d"	"93 854,05"
"NEVINS BENNETT"	"800082-JW"	"0AED"	"W - Fonds de revenus de retraite - Conjoint"	""	"450 6626101B"	"1234567890"	"0,94"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BENNETT NEVINS"	""	"800082"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/22"	""	""	""	""	"2009/01/01"	"Oui"	"n/d"	"9 945,75"
"NEVINS BENNETT"	"800082-NA"	"0AED"	"A - Comptant"	""	"450 6626101B"	"1234567890"	"0,00"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"BENNETT NEVINS"	""	"800082"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2004/08/06"	""	""	""	""	"2009/01/01"	"Oui"	"n/d"	"0,00"
"NEVINS BENNETT"	"800082-OB"	"0AED"	"A - Comptant"	""	"450 6626101B"	"1234567890"	"0,00"	"USD"	""	""	""	"Non"	""	"Non"	""	"BENNETT NEVINS"	""	"800082"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2004/08/16"	""	""	""	""	"2009/01/01"	"Oui"	"n/d"	"0,00"
"NEVINS BENNETT"	"800082-RE"	"0AED"	"E - Marge couvert"	""	"450 6626101B"	"1234567890"	"74 399,78"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BENNETT NEVINS"	""	"800082"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	"2010/01/25"	"2010/01/25"	""	""	""	""	"2004/07/15"	"Oui"	"0,00"	"1 449 784,03"
